Unnamed: 0.1,Unnamed: 0,id,context,question,answer0,answer1,answer2,answer3,label,split,input,output,answer,task,option1,option2,option3,option4,input_length,output_text,output_label,domain_label,question_type,preds,choice,is_correct
362,368,3RWO3EJELH79CBS3WYUCBDSVVWQP1L##3DIP6YHAPDQQC4LSC8TILVCN8ZB8ES##AXJ1PE87PD0KK##Blog_1242237##q1_a1##3R868ACW4UQFOJJJLOPH1WMN0T6ZG0,"I was starting to think he would n't call me again this week but when I got back from the meeting at work he had left me a voice mail message . Do n't know where we are going tonight . One of the girls asked me how I was losing weight . I do n't think I have lost weight , but I told her it was the migraine diet .",What did I do after hearing the voice mail ?,None of the above choices .,I started my weight loss diet .,I called him back to make dinner plans .,I had to leave for a meeting at work .,2,test,"context: i was starting to think he would n't call me again this week but when i got back from the meeting at work he had left me a voice mail message . do n't know where we are going tonight . one of the girls asked me how i was losing weight . i do n't think i have lost weight , but i told her it was the migraine diet . question: what did i do after hearing the voice mail ? options: a) none of the above choices b) i started my weight loss diet c) i called him back to make dinner plans d) i had to leave for a meeting at work",i called him back to make dinner plans,3,cosmosqa,none of the above choices,i started my weight loss diet,i called him back to make dinner plans,i had to leave for a meeting at work,142,c) i called him back to make dinner plans,c,commonsense,effect prediction,c,c,1
363,369,3K1H3NEY7NDCLIENT60KA43KCDKGDA##388U7OUMFAGCY8K1N7C3JLTXBT9R0J##A29RROPO0Z90XV##Blog_598376##q1_a1##3HYV4299H2A2K9M563ZGO947OG28ET,"When we 're finished , I put him back in his crib . I go back to my room . Braden is quiet at first and I think I ' ve finally won . I return to my room and find Asher tossing restlessly in his bed .",Why is the mother always tired on Monday morning ?,Her children do not let her sleep .,None of the above choices .,She forgot to make up her bed .,Her husband is away for work .,0,test,"context: when we 're finished , i put him back in his crib . i go back to my room . braden is quiet at first and i think i ' ve finally won . i return to my room and find asher tossing restlessly in his bed . question: why is the mother always tired on monday morning ? options: a) her children do not let her sleep b) none of the above choices c) she forgot to make up her bed d) her husband is away for work",her children do not let her sleep,1,cosmosqa,her children do not let her sleep,none of the above choices,she forgot to make up her bed,her husband is away for work,112,a) her children do not let her sleep,a,commonsense,cause prediction,a) her children do not let her sleep,a,1
364,370,33J5JKFMK8C5GF643DZKR9LARN43QU##3IUZPWIU1RMJJU8RQUWRP4GNH6GKW7##A2LTOS0AZ3B28A##Blog_276626##q2_a1##30U1YOGZGCAFBNNEO6U1ZIMN0Y8DS5,"Mitch , you are a shit head . I hope Richelle has some sense somehow to know that he s bad news and does nt try and persue anything . Mitch has no will power when it comes to these things he seems to "" fall in love "" quickly and easily and for very short periods of time .",What will happen after Mitch gets Richelle ?,Richelle will love him for a short time .,He will not be in love with her at all .,None of the above choices .,He will fall in love with her easily .,3,test,"context: mitch , you are a shit head . i hope richelle has some sense somehow to know that he s bad news and does nt try and persue anything . mitch has no will power when it comes to these things he seems to "" fall in love "" quickly and easily and for very short periods of time . question: what will happen after mitch gets richelle ? options: a) richelle will love him for a short time b) he will not be in love with her at all c) none of the above choices d) he will fall in love with her easily",he will fall in love with her easily,4,cosmosqa,richelle will love him for a short time,he will not be in love with her at all,none of the above choices,he will fall in love with her easily,133,d) he will fall in love with her easily,d,social,effect prediction,a) richelle will love him for a short time,a,0
365,371,3MGHRFQY2N3I8PYTB0YV2XQ5NGT0YJ##3BF51CHDTYPZ9E6YR2095HRROA50H5##AO33H4GL9KZX9##Blog_601491##q1_a1##3K2CEDRACDFJUH66QZYUSD53BV4TMI,"And as for the other bush pilots ? ? Fucking Gorgeous . A word about the men up here . They are all rugged , outdoorsy guys that do n't use hair product and know how to fire a gun .",Where might be this be located that people rely on bush pilots and flying ?,This might be located in some place in Alaska where the only way in or out is by bush flying .,None of the above choices .,This might be located in New York City where the only way in or out is by bush flying .,This might be located in Los Angeles where the only way in or out is by bush flying .,0,test,"context: and as for the other bush pilots ? ? fucking gorgeous . a word about the men up here . they are all rugged , outdoorsy guys that do n't use hair product and know how to fire a gun . question: where might be this be located that people rely on bush pilots and flying ? options: a) this might be located in some place in alaska where the only way in or out is by bush flying b) none of the above choices c) this might be located in new york city where the only way in or out is by bush flying d) this might be located in los angeles where the only way in or out is by bush flying",this might be located in some place in alaska where the only way in or out is by bush flying,1,cosmosqa,this might be located in some place in alaska where the only way in or out is by bush flying,none of the above choices,this might be located in new york city where the only way in or out is by bush flying,this might be located in los angeles where the only way in or out is by bush flying,148,a) this might be located in some place in alaska where the only way in or out is by bush flying,a,commonsense,cause prediction,d),d,0
366,372,3Y7LTZE0YV0YT1KE5TEY5BNE983UZR##39LNWE0K4XBFLVTYVRWEU0GD577IUT##A2KYOM2ZGYDJGT##Blog_472538##q1_a1##3N3WJQXELU4540U878DJRDHOBF72L7,"Me and Alex went Subway after , they burnt our bread a bit . The one in London did the same . I think i might try and get different things at Subway just to try them . But normally when it comes to deciding what to get i get something i have had before , just because i know it is nice .",Why did they burn our bread ?,I was with Alex .,None of the above choices .,I might try and get different things at Subway .,Because they did n't toast it properly .,3,test,"context: me and alex went subway after , they burnt our bread a bit . the one in london did the same . i think i might try and get different things at subway just to try them . but normally when it comes to deciding what to get i get something i have had before , just because i know it is nice . question: why did they burn our bread ? options: a) i was with alex b) none of the above choices c) i might try and get different things at subway d) because they did nt toast it properly",because they did nt toast it properly,4,cosmosqa,i was with alex,none of the above choices,i might try and get different things at subway,because they did nt toast it properly,128,d) because they did nt toast it properly,d,commonsense,cause prediction,c),c,0
367,373,3T6EIBTM9LMYJVZ13Y58WJW30CJAAH##33FBRBDW6PXBF61EGHNNV7CKOPKC8U##AJ7NSZOAFP05U##Blog_1515298##q1_a1##3LAZVA75NK5DALX5K0TBJULI6EU2OU,"I left it uncropped so you could ( kind of ) see the crowd . I think I had the best outdoor view in that race , through the zoom lens of my camera . The paddock at night . If I had thought about it , I 'd have tried to get a daylight photo .",What may be the reason for you leaving that photo uncropped ?,I wanted that photograph to have the full perspective of both fans and competitors .,I could n't get a good view to take the photo .,None of the above choices .,I wanted that photograph to have the full perspective of competitors at the race .,0,test,"context: i left it uncropped so you could ( kind of ) see the crowd . i think i had the best outdoor view in that race , through the zoom lens of my camera . the paddock at night . if i had thought about it , i 'd have tried to get a daylight photo . question: what may be the reason for you leaving that photo uncropped ? options: a) i wanted that photograph to have the full perspective of both fans and competitors b) i could nt get a good view to take the photo c) none of the above choices d) i wanted that photograph to have the full perspective of competitors at the race",i wanted that photograph to have the full perspective of both fans and competitors,1,cosmosqa,i wanted that photograph to have the full perspective of both fans and competitors,i could nt get a good view to take the photo,none of the above choices,i wanted that photograph to have the full perspective of competitors at the race,145,a) i wanted that photograph to have the full perspective of both fans and competitors,a,commonsense,cause prediction,a) i wanted that photograph to have the full perspective of both fans and competitors,a,1
368,374,36MUZ9VAE8GE14IWNBAWA1I8Z9FDEO##3B2X28YI3ZUKWCPRTZ6US7YK8X9B6K##A2KYOM2ZGYDJGT##Blog_704848##q1_a1##3GS542CVJX122VCM0UCRKBT6WAF599,"While I have generally supported "" profiling "" that is based on statistics I must say I feel violated for being a victim of profiling at Walmart . There I was minding my own business and spending my hard earned money on school supplies and a tent . On my way out I get stopped and asked to see my receipt . Treated my like a theif .",Why was I spending hard earned money on a tent ?,None of the above choices .,Because I was minding my own business .,Because I feel violated .,"Because I have generally supported "" profiling "" .",0,test,"context: while i have generally supported "" profiling "" that is based on statistics i must say i feel violated for being a victim of profiling at walmart . there i was minding my own business and spending my hard earned money on school supplies and a tent . on my way out i get stopped and asked to see my receipt . treated my like a theif . question: why was i spending hard earned money on a tent ? options: a) none of the above choices b) because i was minding my own business c) because i feel violated d) because i have generally supported profiling",none of the above choices,1,cosmosqa,none of the above choices,because i was minding my own business,because i feel violated,because i have generally supported profiling,131,a) none of the above choices,a,social,cause prediction,b,b,0
369,375,302U8RURJ1F4PRVV7VD96AIODUOVN6##3MYYFCXHJ6M286TOQX5TWK53QQ34GT##A2KYOM2ZGYDJGT##Blog_116644##q1_a1##3QGHA0EA0LEF3763UFDW1H183QOBW7,"One day , he did just that , taking the first exit . Unfortunately , this was useless to us , since we live in New Hampshire , not New York . Most people who were so clearly committed to a direction would continue on their path , take the first exit , and reverse direction . At least that 's what I would do .",What 's a possible reason he took the first exit ?,Because they live in New Hampshire .,Because they do n't live in New York .,Because he thought that was the correct exit to take .,None of the above choices .,2,test,"context: one day , he did just that , taking the first exit . unfortunately , this was useless to us , since we live in new hampshire , not new york . most people who were so clearly committed to a direction would continue on their path , take the first exit , and reverse direction . at least that 's what i would do . question: what 's a possible reason he took the first exit ? options: a) because they live in new hampshire b) because they do nt live in new york c) because he thought that was the correct exit to take d) none of the above choices",because he thought that was the correct exit to take,3,cosmosqa,because they live in new hampshire,because they do nt live in new york,because he thought that was the correct exit to take,none of the above choices,142,c) because he thought that was the correct exit to take,c,commonsense,cause prediction,c),c,1
370,376,3BO3NEOQM0FDPDIZFMXLDHKMDJ8AI3##3PM8NZGV8ZE5O8C5T70AVBIUJA0QXL##A394JO4NEPCY3M##Blog_675817##q1_a1##3JY0Q5X05LKFX2OEVW1SGP6HPATGGN,I have a confession to make . I was trying to rush through a setup of VCB server on our SAN late last week and ended up reformatting the wrong LUN . Now this was all in our lab so no matter what gets destroyed - it 's not the end of the world .,What might be true if the narrator was not rushing ?,The destruction would be the end of the world,None of the above choices .,They would n't reformat the wrong LUN,They would have a confession to make,2,test,context: i have a confession to make . i was trying to rush through a setup of vcb server on our san late last week and ended up reformatting the wrong lun . now this was all in our lab so no matter what gets destroyed - it 's not the end of the world . question: what might be true if the narrator was not rushing ? options: a) the destruction would be the end of the world b) none of the above choices c) they would nt reformat the wrong lun d) they would have a confession to make,they would nt reformat the wrong lun,3,cosmosqa,the destruction would be the end of the world,none of the above choices,they would nt reformat the wrong lun,they would have a confession to make,131,c) they would nt reformat the wrong lun,c,commonsense,effect prediction,c),c,1
371,377,3JU8CV4BRLAU83Z420SNN953OHHOP8##3DYGAII7PM60FZAE7GQT1YWRHOFPQA##A2CMYWI1J292YJ##Blog_827829##q1_a2##3NRZ1LDP7YKL1WCIO7F4V50F1T5PZO,"Ever since Paul died , my dreams have been devoid of him . I ' m pretty sure I ' ve dreamt of everyone else since then , except for him . It really bothers me that my dreams have become so silent in that regard . I interpret dreams as alternate realities - if your mind is what makes things real , I figure there must be a reason why we dream so vividly some nights .",Who was Paul to me ?,None of the above choices .,Paul was silent in front of me .,I was very close to Paul .,Paul looked like a dreamer to me .,2,test,"context: ever since paul died , my dreams have been devoid of him . i ' m pretty sure i ' ve dreamt of everyone else since then , except for him . it really bothers me that my dreams have become so silent in that regard . i interpret dreams as alternate realities - if your mind is what makes things real , i figure there must be a reason why we dream so vividly some nights . question: who was paul to me ? options: a) none of the above choices b) paul was silent in front of me c) i was very close to paul d) paul looked like a dreamer to me",i was very close to paul,3,cosmosqa,none of the above choices,paul was silent in front of me,i was very close to paul,paul looked like a dreamer to me,141,c) i was very close to paul,c,commonsense,other,c,c,1
372,378,337F8MIIMZBNGTL22VYOUAYQZI6044##3ZSY5X72NY9I60DD5V2EHO1639GROZ##AJ7NSZOAFP05U##Blog_150173##q1_a1##3X52SWXE0ZJYDCY98F9RC17QL8MWCR,"I drifted off to a restless sleep . I grew used to the feel of roaches crawling on me while sleeping and made makeshift earplugs to keep them out of my ears . Around 5 am , I was awoken by the sound of keys rapping against my cell door . "" Good morning .",What may be your reason for putting earplugs in when you sleep ?,I ca n't wake up if I do n't have them in .,I need them to protect myself from bugs .,I need them protect myself from loud sounds .,None of the above choices .,1,test,"context: i drifted off to a restless sleep . i grew used to the feel of roaches crawling on me while sleeping and made makeshift earplugs to keep them out of my ears . around 5 am , i was awoken by the sound of keys rapping against my cell door . "" good morning . question: what may be your reason for putting earplugs in when you sleep ? options: a) i ca nt wake up if i do nt have them in b) i need them to protect myself from bugs c) i need them protect myself from loud sounds d) none of the above choices",i need them to protect myself from bugs,2,cosmosqa,i ca nt wake up if i do nt have them in,i need them to protect myself from bugs,i need them protect myself from loud sounds,none of the above choices,148,b) i need them to protect myself from bugs,b,commonsense,cause prediction,b,b,1
373,379,3QGHA0EA0LEF3763UFDW1H183GYBWX##3MMN5BL1W2JHIK661MY5ZKXU8P3M38##A2KYOM2ZGYDJGT##Blog_1409666##q1_a1##3YGE63DINABEJK3TWZG7H05PCMUW09,"So , I got my standard edition of WAR today . Installed it with no issues , head to the account manager website and type in my product registration code and the message I receive is "" This code can not be used yet "" . I phoned up my retailer to ask if there was anything they could do . Apparently they 're all out of SE copies and their codes .",Why did I get my standard edition of WAR today ?,Because I headed to the account manager website .,None of the above choices .,Because I typed in my product registration code .,Because I installed it with no issues .,1,test,"context: so , i got my standard edition of war today . installed it with no issues , head to the account manager website and type in my product registration code and the message i receive is "" this code can not be used yet "" . i phoned up my retailer to ask if there was anything they could do . apparently they 're all out of se copies and their codes . question: why did i get my standard edition of war today ? options: a) because i headed to the account manager website b) none of the above choices c) because i typed in my product registration code d) because i installed it with no issues",none of the above choices,2,cosmosqa,because i headed to the account manager website,none of the above choices,because i typed in my product registration code,because i installed it with no issues,140,b) none of the above choices,b,commonsense,cause prediction,d),d,0
374,380,3NRZ1LDP7YKL1WCIO7F4V50F0ATPZ9##3AZHRG4CU7ZKF6ZZCHB71NQH27E03Q##AJ7NSZOAFP05U##Blog_494877##q1_a1##3D06DR5227XEFL7XKZ7DX8FBN0PMAK,"I knew this would happen , as I have no indoor plumbing . Feels good to be wasting almost nothing . I read the electric meter yesterday when it was at 553 and last time I looked I had used 3 kwh . That would be a good daily goal for this place .",What may be the reason for you feeling good about the place you live in ?,None of the above choices .,I get to use as much energy as I want there .,I 'm conserving energy there .,It 's my first house with indoor plumbing .,2,test,"context: i knew this would happen , as i have no indoor plumbing . feels good to be wasting almost nothing . i read the electric meter yesterday when it was at 553 and last time i looked i had used 3 kwh . that would be a good daily goal for this place . question: what may be the reason for you feeling good about the place you live in ? options: a) none of the above choices b) i get to use as much energy as i want there c) i m conserving energy there d) it s my first house with indoor plumbing",i m conserving energy there,3,cosmosqa,none of the above choices,i get to use as much energy as i want there,i m conserving energy there,it s my first house with indoor plumbing,129,c) i m conserving energy there,c,commonsense,cause prediction,c),c,1
375,381,3GS542CVJVLN86DFGW0RSD5X2MU951##3MAOD8E57R8KLBZDDF8TRHNPF21NXQ##A2KYOM2ZGYDJGT##Blog_736811##q1_a1##3N5YJ55YXIHKX3SXW0MDAN4BSTSAN7,"All the cartridges having been made , and all the powder used , this table was free . At Enjolras ' command , four insurgents unbound Javert from the post . While they were loosing him , a fifth held a bayonet against his breast .",Why was a bayonet held against Javert 's breast ?,Because the table was free .,None of the above choices .,Because all the powder was used .,Because all the cartridges had been made .,1,test,"context: all the cartridges having been made , and all the powder used , this table was free . at enjolras ' command , four insurgents unbound javert from the post . while they were loosing him , a fifth held a bayonet against his breast . question: why was a bayonet held against javert 's breast ? options: a) because the table was free b) none of the above choices c) because all the powder was used d) because all the cartridges had been made",none of the above choices,2,cosmosqa,because the table was free,none of the above choices,because all the powder was used,because all the cartridges had been made,125,b) none of the above choices,b,social,cause prediction,d),d,0
376,382,3UEDKCTP9X416V9WSKID84LHXLC7KT##39K0FND3AKUH255RA1DFMSB0E4YMAH##A2VNR6984SDFGQ##Blog_1524559##q1_a2##341H3G5YF2SIDF8Y7M0EG4Z7TPAZ0G,"One group of 12 mothers had cesarean sections and the other delivered naturally ( vaginally ) . All women were interviewed and given brain scans two to three weeks after giving birth . During the brain scans , parents listened to recordings of their own baby 's cry during the discomfort of a diaper change .",Why did the one group have c - sections ?,The one group had fear of birth so had c - sections .,The one group elected to have c - sections .,None of the above choices .,The one group had babies that did n't drop in the womb so they needed c - sections .,3,test,"context: one group of 12 mothers had cesarean sections and the other delivered naturally ( vaginally ) . all women were interviewed and given brain scans two to three weeks after giving birth . during the brain scans , parents listened to recordings of their own baby 's cry during the discomfort of a diaper change . question: why did the one group have c - sections ? options: a) the one group had fear of birth so had c sections b) the one group elected to have c sections c) none of the above choices d) the one group had babies that did nt drop in the womb so they needed c sections",the one group had babies that did nt drop in the womb so they needed c sections,4,cosmosqa,the one group had fear of birth so had c sections,the one group elected to have c sections,none of the above choices,the one group had babies that did nt drop in the womb so they needed c sections,141,d) the one group had babies that did nt drop in the womb so they needed c sections,d,science,cause prediction,d),d,1
377,383,3S4TINXCC217YYX13TMMKNOM0JUOB3##32Z9ZLUT1OZKCVYHTN2KVIN9NDWHOO##AJ7NSZOAFP05U##Blog_1050540##q1_a1##3T2EL38U0OYHWDDIN268YPAEYUUXQ1,"They are much truer to the colors outside . Enough with the talking , more photos ! You can see how changing the film speed really lets you capture the wings ! Pretty grainy , so I might try to play around with lower speeds the next time I stalk the hummingbirds .",What may have let you capture the wings of the hummingbird in a photo ?,I adjusted my camera .,None of the above choices .,I adjusted my photo taking position .,I played around with them and they calmed down .,0,test,"context: they are much truer to the colors outside . enough with the talking , more photos ! you can see how changing the film speed really lets you capture the wings ! pretty grainy , so i might try to play around with lower speeds the next time i stalk the hummingbirds . question: what may have let you capture the wings of the hummingbird in a photo ? options: a) i adjusted my camera b) none of the above choices c) i adjusted my photo taking position d) i played around with them and they calmed down",i adjusted my camera,1,cosmosqa,i adjusted my camera,none of the above choices,i adjusted my photo taking position,i played around with them and they calmed down,125,a) i adjusted my camera,a,commonsense,cause prediction,a) i adjusted my camera,a,1
378,384,3MZ3TAMYTLL5OU4GHXJ7879WDEQIRV##3PB5A5BD0W4KW4C08YR07Y14ARCG7E##A2KYOM2ZGYDJGT##Blog_1251439##q1_a1##3L60IFZKF5W7XUE0Z81SMPUJJ4LHHC,i would n't actually . i 'd capture both of them and take them to the zoo or something.i think mike is getting annoyed that i ' m hanging out with guys . i mean i can understand where he 's coming from but he really has nothing to worry about .,Why is Mike annoyed that the writer is hanging out with guys ?,None of the above choices .,Because she would capture some things .,Because he is jealous .,Because she would take some things to the zoo .,2,test,context: i would n't actually . i 'd capture both of them and take them to the zoo or something.i think mike is getting annoyed that i ' m hanging out with guys . i mean i can understand where he 's coming from but he really has nothing to worry about . question: why is mike annoyed that the writer is hanging out with guys ? options: a) none of the above choices b) because she would capture some things c) because he is jealous d) because she would take some things to the zoo,because he is jealous,3,cosmosqa,none of the above choices,because she would capture some things,because he is jealous,because she would take some things to the zoo,133,c) because he is jealous,c,social,cause prediction,c),c,1
379,385,3NFWQRSHVGS9J2SJKCVAY466P8TGFH##3G5F9DBFOSCF2F7EUZOYQAHHKLIHVA##A3GVXFBYAU9HP##Blog_974786##q1_a1##3U18MJKL1W08QIPVGEI4GIU0TGYCN3,"Spent close to four hours there ( although in my defence , a large part of those four hours were spent feeding Layla . And myself ! ) It 's no wonder Mr Ikea Man is the world 's richest man : noone ever spends under $ 100 there . Everything is "" just $ 6.95 "" or "" What ?",Why did I spend so much time and so much money in Ikea ?,"I bought a lot of food and extra , unneeded things in Ikea .",None of the above choices .,I spent too much money on food and large purchases .,"I bought a lot of food and extra , much needed things in Ikea .",0,test,"context: spent close to four hours there ( although in my defence , a large part of those four hours were spent feeding layla . and myself ! ) it 's no wonder mr ikea man is the world 's richest man : noone ever spends under $ 100 there . everything is "" just $ 6.95 "" or "" what ? question: why did i spend so much time and so much money in ikea ? options: a) i bought a lot of food and extra unneeded things in ikea b) none of the above choices c) i spent too much money on food and large purchases d) i bought a lot of food and extra much needed things in ikea",i bought a lot of food and extra unneeded things in ikea,1,cosmosqa,i bought a lot of food and extra unneeded things in ikea,none of the above choices,i spent too much money on food and large purchases,i bought a lot of food and extra much needed things in ikea,140,a) i bought a lot of food and extra unneeded things in ikea,a,commonsense,cause prediction,c),c,0
380,386,3XBYQ44Z6RIFZT0KU14H1B7U9SSWTC##3CTOC39K3A59IV1801O3W9HTAFI7JJ##A2KYOM2ZGYDJGT##Blog_845861##q1_a1##3H1C3QRA03X4WCCINFFLQV0QE9JCE3,Julia was in heaven and there is definitely a better class of middle eastern women there . We showered and changed and went back to town and found a nice restaraunt for dinner . We did however pass all the computer shops and I am not sure we could find them again .,Why did we find a nice restaraunt for dinner ?,Because we were hungry .,Because Julie was in heaven .,Because there is definitely a better class of middle eastern women there .,Because we showered and changed .,0,test,context: julia was in heaven and there is definitely a better class of middle eastern women there . we showered and changed and went back to town and found a nice restaraunt for dinner . we did however pass all the computer shops and i am not sure we could find them again . question: why did we find a nice restaraunt for dinner ? options: a) because we were hungry b) because julie was in heaven c) because there is definitely a better class of middle eastern women there d) because we showered and changed,because we were hungry,1,cosmosqa,because we were hungry,because julie was in heaven,because there is definitely a better class of middle eastern women there,because we showered and changed,118,a) because we were hungry,a,commonsense,cause prediction,c),c,0
381,387,38RHULDV9YDAWQL2GRTDV6HD5BLIWE##3X73LLYYQ2CNZLZY8BQ7OVZVRHCHNV##A394JO4NEPCY3M##Blog_941835##q1_a1##3IVEC1GSLRDSKPOCLJ1S6FURFHM1JF,"Other than the spiritual experience , it was a great experience hanging out with the entire MM team ! We had loads of fun and hilarious experiences ! Wah ah ! And I can not imagine i actually drove in Malaysia !",What might be different if the narrator did n't hang out with the MM team ?,They would not have had hilarious experiences,They would have driven in Malaysia,They would have had fun,They would have had hilarious experiences,0,test,"context: other than the spiritual experience , it was a great experience hanging out with the entire mm team ! we had loads of fun and hilarious experiences ! wah ah ! and i can not imagine i actually drove in malaysia ! question: what might be different if the narrator did n't hang out with the mm team ? options: a) they would not have had hilarious experiences b) they would have driven in malaysia c) they would have had fun d) they would have had hilarious experiences",they would not have had hilarious experiences,1,cosmosqa,they would not have had hilarious experiences,they would have driven in malaysia,they would have had fun,they would have had hilarious experiences,116,a) they would not have had hilarious experiences,a,commonsense,effect prediction,b),b,0
382,388,3AA88CN98P15RQ6QVVWDTJH68N9YK3##3I02618YA14S7SHVOPAYBZTGL93PUY##A2KYOM2ZGYDJGT##Blog_1479755##q1_a1##3MD8CKRQZ11GDUNTJDG7C6C4JFFJRS,"We had it planned for weeks , months for this weekend ( delayed entry ; the weekend that just passed by ) . We were gon na eat , shop , sleepovers , chat like no one 's business and basically , spend time together . Its been ages , since we last met up . Ages since she stepped foot on SG soil .",Why did they want to spend time together ?,Because they had it planned .,None of the above choices .,Because it 's been ages since she set foot on SG soil .,Because there was a delayed entry .,1,test,"context: we had it planned for weeks , months for this weekend ( delayed entry ; the weekend that just passed by ) . we were gon na eat , shop , sleepovers , chat like no one 's business and basically , spend time together . its been ages , since we last met up . ages since she stepped foot on sg soil . question: why did they want to spend time together ? options: a) because they had it planned b) none of the above choices c) because it s been ages since she set foot on sg soil d) because there was a delayed entry",none of the above choices,2,cosmosqa,because they had it planned,none of the above choices,because it s been ages since she set foot on sg soil,because there was a delayed entry,140,b) none of the above choices,b,social,cause prediction,c,c,0
383,389,3K3IX1W4S6P56Z53SHN5MELYZ4DAP3##3L70J4KAZHKZ3M07DB2CB40X06MDAC##A2LTOS0AZ3B28A##Blog_820898##q2_a1##3QI9WAYOGSPGQE8ZEJMNTCCVJ9A6SP,"I was too afraid that I was going to get to the foot part and say , "" Wow this really is too tight . "" and then rip AGAIN ! I seriously do n't think that this Koigu wants to be socks . I do n't knit shawls , as I just do n't wear them and I have 6 more skeins of this yarn in my stash .",Why do they like to knit ?,They love the different types of yarn .,They like to make items that are too small .,None of the above choices .,They favorite item to knit is shawls .,0,test,"context: i was too afraid that i was going to get to the foot part and say , "" wow this really is too tight . "" and then rip again ! i seriously do n't think that this koigu wants to be socks . i do n't knit shawls , as i just do n't wear them and i have 6 more skeins of this yarn in my stash . question: why do they like to knit ? options: a) they love the different types of yarn b) they like to make items that are too small c) none of the above choices d) they favorite item to knit is shawls",they love the different types of yarn,1,cosmosqa,they love the different types of yarn,they like to make items that are too small,none of the above choices,they favorite item to knit is shawls,145,a) they love the different types of yarn,a,commonsense,cause prediction,b,b,0
384,390,3IVKZBIBJ2NWN3SGA2DRQ31LSL1SHJ##3EFVCAY5L6ODI96RA6G9A9DOLWT8J6##A2KYOM2ZGYDJGT##Blog_497504##q1_a1##36D1BWBEHPFPAICT7KEYRQWDBKWM2S,A new owner could continue to build up the dinner customers . They serve beer and wine and sometimes have live music . They have cooking staff and chefs in place and the owner is not a chef . Open 6 days / week .,Why do they serve wine ?,They make profit when customers order it .,A new owner could continue to build up the dinner customers,They serve beer .,None of the above choices .,0,test,context: a new owner could continue to build up the dinner customers . they serve beer and wine and sometimes have live music . they have cooking staff and chefs in place and the owner is not a chef . open 6 days / week . question: why do they serve wine ? options: a) they make profit when customers order it b) a new owner could continue to build up the dinner customers c) they serve beer d) none of the above choices,they make profit when customers order it,1,cosmosqa,they make profit when customers order it,a new owner could continue to build up the dinner customers,they serve beer,none of the above choices,95,a) they make profit when customers order it,a,commonsense,cause prediction,b,b,0
385,391,3K3G488TR4M8UUT8HWND66JU5FNQ5R##32ZKVD547I2LZT29AX8WL4M0WBP3BW##AJ7NSZOAFP05U##Blog_373157##q1_a1##3L21G7IH49AIFEJB7J2VG29FSMS1Y8,"I have a city teacher friend who 's class room had a better library than the school 's . I picked up a couple of books on music , biography and computer stuff . While browsing the biography section looking for anything related to the space program I was asked by someone if I knew a lot about computers . What gave it away ?",What may be your reason for not getting books at the library ?,The library did n't have a biography section .,I knew of a better place to go .,None of the above choices .,I knew of a place to go that had the computer books I wanted .,1,test,"context: i have a city teacher friend who 's class room had a better library than the school 's . i picked up a couple of books on music , biography and computer stuff . while browsing the biography section looking for anything related to the space program i was asked by someone if i knew a lot about computers . what gave it away ? question: what may be your reason for not getting books at the library ? options: a) the library did nt have a biography section b) i knew of a better place to go c) none of the above choices d) i knew of a place to go that had the computer books i wanted",i knew of a better place to go,2,cosmosqa,the library did nt have a biography section,i knew of a better place to go,none of the above choices,i knew of a place to go that had the computer books i wanted,146,b) i knew of a better place to go,b,commonsense,cause prediction,b,b,1
386,392,3BAWBGQGYNDFM638ROWKADWYDFK7V8##32N49TQG3JX0SSZ0OTE69OUD5IYVA1##A2KYOM2ZGYDJGT##Blog_955996##q1_a1##35O6H0UNLUUR87PVM6349578RYT5J5,I found out last night that everyone he works with knew about her and him . And I used to wonder why they looked at me funny when I 'd go into work to see him . Or when I 'd pick him up .,What 's a possible reason the writer picked the guy up after work ?,Because the writer used to wonder why people looked at her funny .,Because she had a car and he did n't .,everyone he works with knew about another girl and him .,Because she 'd go into work to see him .,1,test,context: i found out last night that everyone he works with knew about her and him . and i used to wonder why they looked at me funny when i 'd go into work to see him . or when i 'd pick him up . question: what 's a possible reason the writer picked the guy up after work ? options: a) because the writer used to wonder why people looked at her funny b) because she had a car and he did nt c) everyone he works with knew about another girl and him d) because she d go into work to see him,because she had a car and he did nt,2,cosmosqa,because the writer used to wonder why people looked at her funny,because she had a car and he did nt,everyone he works with knew about another girl and him,because she d go into work to see him,130,b) because she had a car and he did nt,b,social,cause prediction,c),c,0
