,task,domain_label,question_type,input,input,output_text,know_pred,know_pred_is_correct,baseline_is_correct,baseline_pred
304,ropes,commonsense, effect comparison,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: antwan had a busy day storing xml. in the morning, he filled up a hard drive with xml. in the afternoon, he filled up a few hard drives with xml. at night, he filled up many hard drives with xml.
 question: what time did the access times go up the least: morning or night?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: antwan had a busy day storing xml. in the morning, he filled up a hard drive with xml. in the afternoon, he filled up a few hard drives with xml. at night, he filled up many hard drives with xml.
 question: what time did the access times go up the least: morning or night?",morning,Night,0,0,night
268,ropes,science, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: daniel or charles?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: daniel or charles?",charles,Daniel,0,0,Daniel.
69,ropes,commonsense, effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 15 lb drone the highest into the air. team 40 got it 3,336 ft. team 41 got it 4,447 ft. team 42 go it 5,558 ft. team 43 got it 6,669 ft. team 44 got it 11,114 ft. team 45 got it 12,225 ft. team 46 got it 13,335 ft.
 question: what team got their drone into high altitude: team 43 or team 45?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 15 lb drone the highest into the air. team 40 got it 3,336 ft. team 41 got it 4,447 ft. team 42 go it 5,558 ft. team 43 got it 6,669 ft. team 44 got it 11,114 ft. team 45 got it 12,225 ft. team 46 got it 13,335 ft.
 question: what team got their drone into high altitude: team 43 or team 45?",team 45,Team 45,1,0,Team 45 got their drone into high altitude.
455,ropes,commonsense, effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their purple drone the highest into the air. team a got it 2,511 ft. team b got it 3,511 ft. team c go it 4,511 ft. team d got it 5,511 ft. team e got it 10,511 ft. team f got it 13,511 ft. team g got it 14,511 ft. team g won the contest and got a gold trophy as the prize.
 question: what team got their drone into high altitude: team a or team f?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their purple drone the highest into the air. team a got it 2,511 ft. team b got it 3,511 ft. team c go it 4,511 ft. team d got it 5,511 ft. team e got it 10,511 ft. team f got it 13,511 ft. team g got it 14,511 ft. team g won the contest and got a gold trophy as the prize.
 question: what team got their drone into high altitude: team a or team f?",team f,Team F,1,1,Team F
465,ropes,commonsense, effect comparison,"background: artworks are sold at affordable prices [6] ranging from £5 to £1500. for many of the works, the price goes up as the edition sells out. the edition runs range from 30 to 10,000 editions. each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] once an edition is sold out, collectors can resell their works in the online marketplace.
 situation: a new art store had limited edition artworks for sale last week. they all had 300 pieces at the beginning of the week. by the end of the week, they started to sell out. there were only 5 impression sunrise, 20 las meninas, 50 the creation of adam, 100 luncheon of the boating party, 100 the grand odalisque, 200 the swing, and 250 the liberty leading the people left.
 question: what edition will most likely have it's price increased: the creation of adam or las meninas?","background: artworks are sold at affordable prices [6] ranging from £5 to £1500. for many of the works, the price goes up as the edition sells out. the edition runs range from 30 to 10,000 editions. each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] once an edition is sold out, collectors can resell their works in the online marketplace.
 situation: a new art store had limited edition artworks for sale last week. they all had 300 pieces at the beginning of the week. by the end of the week, they started to sell out. there were only 5 impression sunrise, 20 las meninas, 50 the creation of adam, 100 luncheon of the boating party, 100 the grand odalisque, 200 the swing, and 250 the liberty leading the people left.
 question: what edition will most likely have it's price increased: the creation of adam or las meninas?",las meninas,The Creation Of Adam,0,1,Las Meninas
154,ropes,commonsense, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: christopher or joseph?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: christopher or joseph?",joseph,Christopher,0,0,Christopher
82,ropes,commonsense, cause prediction,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: carl had a busy day storing xml. at 1 pm, he stored 1000 gigabytes to the database. at 2 pm, he stored 2000 gigabytes to the database. at 3 pm, he stored 3000 gigabytes to the database. at 4 pm, he got dinner. at 5 pm, he stored 4000 gigabytes to the database. at 6 pm, he stored 5000 gigabytes to the database. at 7 pm, he went to sleep to finish storing xml tomorrow.
 question: what time did storage costs go up:  1 pm or 7 pm?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: carl had a busy day storing xml. at 1 pm, he stored 1000 gigabytes to the database. at 2 pm, he stored 2000 gigabytes to the database. at 3 pm, he stored 3000 gigabytes to the database. at 4 pm, he got dinner. at 5 pm, he stored 4000 gigabytes to the database. at 6 pm, he stored 5000 gigabytes to the database. at 7 pm, he went to sleep to finish storing xml tomorrow.
 question: what time did storage costs go up:  1 pm or 7 pm?",1 pm,7 PM,0,0,7 PM
477,ropes,commonsense, cause prediction,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: earl had a busy day storing xml. at 3 pm, he stored 11000 gigabytes to the database. at 4 pm, he stored 22000 gigabytes to the database. at 5 pm, he stored 33000 gigabytes to the database. at 6 pm, he got dinner. at 7 pm, he stored 44000 gigabytes to the database. at 8 pm, he stored 55000 gigabytes to the database. at 9 pm, he went to sleep to finish storing xml tomorrow morning.
 question: what time did the access times go up: 4 pm or 6 pm?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: earl had a busy day storing xml. at 3 pm, he stored 11000 gigabytes to the database. at 4 pm, he stored 22000 gigabytes to the database. at 5 pm, he stored 33000 gigabytes to the database. at 6 pm, he got dinner. at 7 pm, he stored 44000 gigabytes to the database. at 8 pm, he stored 55000 gigabytes to the database. at 9 pm, he went to sleep to finish storing xml tomorrow morning.
 question: what time did the access times go up: 4 pm or 6 pm?",4 pm,6 PM,0,1,4 PM
172,ropes,science, effect prediction,"background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: greta loves to run. she has been trying to schedule which days of the week that would be best for her to go for her runs. she prefers days with low humidity, and isn't really concerned with the temperature. on monday and tuesday, the temperature will be a high of 90 degrees. on thursday and friday the temperature will be 75 degrees.
 question: will there be more or less humidity on thursday than monday?","background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: greta loves to run. she has been trying to schedule which days of the week that would be best for her to go for her runs. she prefers days with low humidity, and isn't really concerned with the temperature. on monday and tuesday, the temperature will be a high of 90 degrees. on thursday and friday the temperature will be 75 degrees.
 question: will there be more or less humidity on thursday than monday?",more,More humidity on Thursday than Monday.,1,1,More humidity on Thursday
321,ropes,commonsense, cause prediction,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: porfirio had a busy day storing xml. at 9 am, he stored 203 gigabytes to the database. at 10 am, he stored 303 gigabytes to the database. at 11 am, he stored 403 gigabytes to the database. at 12 pm, he got lunch. at 1 pm, he stored 503 gigabytes to the database. at 2 pm, he stored 603 gigabytes to the database. at 3 pm, she went to sleep to finish storing xml later that night.
 question: what time did storage costs go up:  1 pm or 12 pm?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: porfirio had a busy day storing xml. at 9 am, he stored 203 gigabytes to the database. at 10 am, he stored 303 gigabytes to the database. at 11 am, he stored 403 gigabytes to the database. at 12 pm, he got lunch. at 1 pm, he stored 503 gigabytes to the database. at 2 pm, he stored 603 gigabytes to the database. at 3 pm, she went to sleep to finish storing xml later that night.
 question: what time did storage costs go up:  1 pm or 12 pm?",1 pm,1 PM,1,1,1 PM
90,ropes,science, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 1st grade classroom photo was held today. they all gathered by age. james was the youngest. john was the 2nd youngest. robert was the 3rd youngest. michael was the 4th youngest. william was the 5th youngest. david was the 6th youngest. the last one was richard, who was the oldest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: james or david?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 1st grade classroom photo was held today. they all gathered by age. james was the youngest. john was the 2nd youngest. robert was the 3rd youngest. michael was the 4th youngest. william was the 5th youngest. david was the 6th youngest. the last one was richard, who was the oldest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: james or david?",james,James,1,1,James
180,ropes,science, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. ahmed was the oldest. jefferey was the 2nd oldest. tyree was the 3rd oldest. walker was the 4th oldest. burl was the 5th oldest. kip was the 6th oldest. the last one was quinn, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: walker or quinn?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. ahmed was the oldest. jefferey was the 2nd oldest. tyree was the 3rd oldest. walker was the 4th oldest. burl was the 5th oldest. kip was the 6th oldest. the last one was quinn, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: walker or quinn?",quinn,Quinn,1,0,Walker
414,ropes,commonsense, effect comparison,"background: alberta's electrical demand varies throughout the day and across the seasons. when individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. it tapers off during spring and fall. like other mechanical devices, generators fail from time to time. if they are wind-powered, their output varies with the wind.
 situation: it has been a weird week in the neighborhood. on monday, there was a heat wave. on tuesday, a cold snap happened. on wednesday, everybody was using their ovens to bake cakes for the contest. on thursday, everybody stayed home to do nothing but pray. on friday, everybody went to the park to play in a soccer tournament and sleep in tents . on saturday, there was another heat wave. on sunday, another cold snap happened.
 question: what day did demand for power go up: saturday or thursday?","background: alberta's electrical demand varies throughout the day and across the seasons. when individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. it tapers off during spring and fall. like other mechanical devices, generators fail from time to time. if they are wind-powered, their output varies with the wind.
 situation: it has been a weird week in the neighborhood. on monday, there was a heat wave. on tuesday, a cold snap happened. on wednesday, everybody was using their ovens to bake cakes for the contest. on thursday, everybody stayed home to do nothing but pray. on friday, everybody went to the park to play in a soccer tournament and sleep in tents . on saturday, there was another heat wave. on sunday, another cold snap happened.
 question: what day did demand for power go up: saturday or thursday?",saturday,Saturday,1,1,Saturday
312,ropes,science, effect comparison,"background: the laffer curve depicts the amount of government revenue as a function of the rate of taxation. it shows that for a tax rate above a certain critical rate, government revenue starts decreasing as the tax rate rises, as a consequence of a decline in labour supply. this theory supports that, if the tax rate is above that critical point, a decrease in the tax rate should imply a rise in labour supply that in turn would lead to an increase in government revenue.
 situation: bill is a tax agent, and is writing some tax law and is trying to decide the best rate. he knows that the average tax rate is 20% currently, but is unsure if he should push it above 30%, which is a higher than nominal rate and hasn't been tested.
 question: which tax rate would be more nominal for growth?","background: the laffer curve depicts the amount of government revenue as a function of the rate of taxation. it shows that for a tax rate above a certain critical rate, government revenue starts decreasing as the tax rate rises, as a consequence of a decline in labour supply. this theory supports that, if the tax rate is above that critical point, a decrease in the tax rate should imply a rise in labour supply that in turn would lead to an increase in government revenue.
 situation: bill is a tax agent, and is writing some tax law and is trying to decide the best rate. he knows that the average tax rate is 20% currently, but is unsure if he should push it above 30%, which is a higher than nominal rate and hasn't been tested.
 question: which tax rate would be more nominal for growth?",20,30%,0,0,A) 15%
278,ropes,commonsense, effect comparison,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: robin had a busy day storing xml. at 5 am, he stored 220 gigabytes to the database. at 6 am, he stored 330 gigabytes to the database. at 7 am, he stored 440 gigabytes to the database. at 8 am, he got breakfast. at 9 am, he stored 550 gigabytes to the database. at 10 am, he stored 660 gigabytes to the database. at 11 am, she went to sleep to finish storing xml later that day.
 question: what time did storage costs go up:  9 am or 11 am?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: robin had a busy day storing xml. at 5 am, he stored 220 gigabytes to the database. at 6 am, he stored 330 gigabytes to the database. at 7 am, he stored 440 gigabytes to the database. at 8 am, he got breakfast. at 9 am, he stored 550 gigabytes to the database. at 10 am, he stored 660 gigabytes to the database. at 11 am, she went to sleep to finish storing xml later that day.
 question: what time did storage costs go up:  9 am or 11 am?",9 am,9 AM,1,1,9 AM
381,ropes,science, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. susan was the oldest. margaret was the 2nd oldest. dorothy was the 3rd oldest. lisa was the 4th oldest. nancy was the 5th oldest. karen was the 6th oldest. the last one was betty, who was the youngest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: margaret or karen?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. susan was the oldest. margaret was the 2nd oldest. dorothy was the 3rd oldest. lisa was the 4th oldest. nancy was the 5th oldest. karen was the 6th oldest. the last one was betty, who was the youngest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: margaret or karen?",karen,Margaret,0,0,Margaret
472,ropes,commonsense, cause prediction,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: bradly had a busy day storing xml. at 6 am, he stored 200 gigabytes to the database. at 7 am, he stored 300 gigabytes to the database. at 8 am, he stored 400 gigabytes to the database. at 9 am, he got breakfast. at 10 am, he stored 500 gigabytes to the database. at 11 am, he stored 600 gigabytes to the database. at 12 pm, she went to sleep to finish storing xml later.
 question: what time did storage costs go up:  8 am or 9 am?","background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: bradly had a busy day storing xml. at 6 am, he stored 200 gigabytes to the database. at 7 am, he stored 300 gigabytes to the database. at 8 am, he stored 400 gigabytes to the database. at 9 am, he got breakfast. at 10 am, he stored 500 gigabytes to the database. at 11 am, he stored 600 gigabytes to the database. at 12 pm, she went to sleep to finish storing xml later.
 question: what time did storage costs go up:  8 am or 9 am?",8 am,9 AM,0,1,The storage costs went up at 8 AM.
362,ropes,commonsense, effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 20 lb drone the highest into the air. team 50 got it 3,337 ft. team 51 got it 4,448 ft. team 52 go it 5,559 ft. team 53 got it 6,660 ft. team 54 got it 11,115 ft. team 55 got it 12,226 ft. team 56 got it 13,336 ft.
 question: what team got their drone into high altitude: team 51 or team 55?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 20 lb drone the highest into the air. team 50 got it 3,337 ft. team 51 got it 4,448 ft. team 52 go it 5,559 ft. team 53 got it 6,660 ft. team 54 got it 11,115 ft. team 55 got it 12,226 ft. team 56 got it 13,336 ft.
 question: what team got their drone into high altitude: team 51 or team 55?",team 55,Team 55,1,1,Team 55
324,ropes,science, effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 1st grade classroom photo was held today. they all gathered by age. prince was the youngest. shirley was the 2nd youngest. tad was the 3rd youngest. trinidad was the 4th youngest. donn was the 5th youngest. jarred was the 6th youngest. the last one was tanner, who was the oldest. they all looked fantastic.
 question: who has a greater chance of developing a chronic infection: jarred or shirley?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 1st grade classroom photo was held today. they all gathered by age. prince was the youngest. shirley was the 2nd youngest. tad was the 3rd youngest. trinidad was the 4th youngest. donn was the 5th youngest. jarred was the 6th youngest. the last one was tanner, who was the oldest. they all looked fantastic.
 question: who has a greater chance of developing a chronic infection: jarred or shirley?",shirley,Jarred,0,0,Jarred
431,ropes,commonsense, effect comparison,"background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: bob is an avid hiker. he loves to travel and hike on all the trails in his state. although bob loves being outside, he doesn't much like being in humid weather, and likes to keep inside on more humid days. he is deciding on which day to go hiking, monday, which the high temperature will be 90 degrees, and tuesday which the high temperature will be 75 degrees.
 question: will bob prefer hiking more or less on tuesday than monday?","background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: bob is an avid hiker. he loves to travel and hike on all the trails in his state. although bob loves being outside, he doesn't much like being in humid weather, and likes to keep inside on more humid days. he is deciding on which day to go hiking, monday, which the high temperature will be 90 degrees, and tuesday which the high temperature will be 75 degrees.
 question: will bob prefer hiking more or less on tuesday than monday?",less,Bob will prefer hiking more on Tuesday than Monday.,0,0,Bob will prefer hiking more on Tuesday than on Monday.
347,ropes,commonsense, effect comparison,"background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: carly is an avid jogger, but she has recently hated jogging in high humidity weather. she doesn't mind the temperature so much, and tries to schedule her running on days of lower humidity. the next couple of days she is thinking of scheduling a run. on thursday the high temperature will be 90 degrees, and on friday the high will be 75 degrees.
 question: will the humidity be higher or lower on thursday than on friday?","background: if all the other factors influencing humidity remain constant, at ground level the relative humidity rises as the temperature falls. this is because less vapor is needed to saturate the air, so vapor condenses as the temperature falls. in normal conditions, the dew point temperature will not be greater than the air temperature because relative humidity cannot exceed 100%.[4]
 situation: carly is an avid jogger, but she has recently hated jogging in high humidity weather. she doesn't mind the temperature so much, and tries to schedule her running on days of lower humidity. the next couple of days she is thinking of scheduling a run. on thursday the high temperature will be 90 degrees, and on friday the high will be 75 degrees.
 question: will the humidity be higher or lower on thursday than on friday?",lower,The humidity will be lower on Thursday than on Friday.,1,1,The humidity will be lower on Thursday than on Friday.
