Unnamed: 0,question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,question,updated_answer,domain_label,question_type,baseline_pred,baseline_choice,baseline_is_correct,know_pred,know_choice,know_is_correct
481,"suppose a lake gets water from multiple water sources happens, how will it affect less eggs are hatched.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:640:1165:134,1165,640,OUTOFPARA_DISTRACTOR,0,test,2,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose a lake gets water from multiple water sources happens how will it affect less eggs are hatched? options: a) more b) less c) no effect,no effect,wiqa,72,c) no effect,c,"if a lake receives water from multiple sources, how will this affect the hatching of eggs?",no effect,science,effect quantification,c) no effect (assuming the water sources do not contain chemicals or pollutants that could,c,1,c. no effect (directly),c,1
131,"suppose if the hatched eggs are strong happens, how will it affect more frogs.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:517:1820:22#1,1820,517,INPARA_EFFECT,3,test,1,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose if the hatched eggs are strong happens how will it affect more frogs? options: a) more b) less c) no effect",less,wiqa,107,b) less,b,"if the hatched frog eggs are strong, how will this affect the number of frogs?",more,science,effect quantification,a) more.,a,1,c) no effect,c,0
307,"suppose magma is not hot enough to melt rock happens, how will it affect crust is cooled with magma.","['Different kinds of rocks melt into magma', 'Magma cools in the crust', 'Magma goes to the surface and becomes lava', 'Lava cools', 'Cooled magma and lava become igneous rock.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:35:900:57#1,900,35,EXOGENOUS_EFFECT,3,test,1,Different kinds of rocks melt into magma. Magma cools in the crust. Magma goes to the surface and becomes lava. Lava cools. Cooled magma and lava become igneous rock.,context: 1. different kinds of rocks melt into magma 2. magma cools in the crust 3. magma goes to the surface and becomes lava 4. lava cools 5. cooled magma and lava become igneous rock. question: suppose magma is not hot enough to melt rock happens how will it affect crust is cooled with magma? options: a) more b) less c) no effect,less,wiqa,89,b) less,b,"if the magma is not hot enough to melt the rock, how will this affect the cooling of the crust with magma?",less,science,effect quantification,c) no effect.,c,0,c) no effect.,c,0
301,"suppose less tectonic plate movement happens, how will it affect larger mountains produced.","['Pressure happens underground', 'Tectonic plates underground pull and stretch', 'Small cracks are formed in the earth&#x27;s crust', 'The tectonic plates push hard against each other', 'Some parts of the earth&#x27;s crust move up high above the ground.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1105:1674:96#1,1674,1105,INPARA_EFFECT,2,test,1,Pressure happens underground. Tectonic plates underground pull and stretch. Small cracks are formed in the earth&#x27;s crust. The tectonic plates push hard against each other. Some parts of the earth&#x27;s crust move up high above the ground.,context: 1. pressure happens underground 2. tectonic plates underground pull and stretch 3. small cracks are formed in the earth&#x27;s crust 4. the tectonic plates push hard against each other 5. some parts of the earth&#x27;s crust move up high above the ground. question: suppose less tectonic plate movement happens how will it affect larger mountains produced? options: a) more b) less c) no effect,less,wiqa,83,b) less,b,"if there is less movement of tectonic plates, how will this affect the production of larger mountains?",less,science,effect quantification,c) no effect,c,0,c) less.,c,0
124,"suppose if more eggs are layed happens, how will it affect more frogs.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:517:1820:22#0,1820,517,INPARA_EFFECT,3,test,1,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose if more eggs are layed happens how will it affect more frogs? options: a) more b) less c) no effect",less,wiqa,105,b) less,b,"if more frog eggs are laid, how will this affect the number of frogs?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
341,"suppose freeze icing over water tadpoles are in happens, how will it affect more tadpoles turn into young frog.","['An adult frog spawns eggs in water', 'These eggs hatch into tadpoles and continue to live in the water', 'The tadpoles grow developing external gills and a longer tail', 'The tadpole begins storing food in the tail', 'The tadpole develops hind legs and lives off food stored in the it&#x27;s tail', 'The front legs appear and the tadpole&#x27;s tail shortens', 'The tadpole now looks like a young frog', 'The young frog continues to grow to adulthood.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:516:1591:111#1,1591,516,EXOGENOUS_EFFECT,3,test,1,An adult frog spawns eggs in water. These eggs hatch into tadpoles and continue to live in the water. The tadpoles grow developing external gills and a longer tail. The tadpole begins storing food in the tail. The tadpole develops hind legs and lives off food stored in the it&#x27;s tail. The front legs appear and the tadpole&#x27;s tail shortens. The tadpole now looks like a young frog. The young frog continues to grow to adulthood.,context: 1. an adult frog spawns eggs in water 2. these eggs hatch into tadpoles and continue to live in the water 3. the tadpoles grow developing external gills and a longer tail 4. the tadpole begins storing food in the tail 5. the tadpole develops hind legs and lives off food stored in the it&#x27;s tail 6. the front legs appear and the tadpole&#x27;s tail shortens 7. the tadpole now looks like a young frog 8. the young frog continues to grow to adulthood. question: suppose freeze icing over water tadpoles are in happens how will it affect more tadpoles turn into young frog? options: a) more b) less c) no effect,less,wiqa,177,b) less,b,"if the water containing tadpoles freezes over, how will this affect the number of tadpoles that turn into young frogs?",less,science,effect quantification,c) no effect (assuming the temperature remains constant once the ice melts),c,0,c) no effect (assuming the ice does not kill the tadpoles),c,0
427,"suppose more frogs lay eggs happens, how will it affect fewer fry become adult fish.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:640:1163:44,1163,640,OUTOFPARA_DISTRACTOR,0,test,2,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose more frogs lay eggs happens how will it affect fewer fry become adult fish? options: a) more b) less c) no effect,no effect,wiqa,70,c) no effect,c,"if more frogs lay eggs, how will this affect the number of fry that become adult fish?",no effect,science,effect quantification,c) no effect (assuming we are discussing fish in the scenario provided),c,1,less.,a,0
126,"suppose more eggs survive being layed happens, how will it affect more bees transport pollen.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:743:1918:97,1918,743,OUTOFPARA_DISTRACTOR,0,test,2,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose more eggs survive being layed happens how will it affect more bees transport pollen? options: a) more b) less c) no effect",no effect,wiqa,95,c) no effect,c,"if more frog eggs survive after being laid, how will this impact the number of bees transporting pollen?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
290,"suppose more magma rises to surface of the volcano happens, how will it affect larger mountains.","['Pressure happens underground', 'Tectonic plates underground pull and stretch', 'Small cracks are formed in the earth&#x27;s crust', 'The tectonic plates push hard against each other', 'Some parts of the earth&#x27;s crust move up high above the ground.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1105:1675:185,1675,1105,OUTOFPARA_DISTRACTOR,0,test,2,Pressure happens underground. Tectonic plates underground pull and stretch. Small cracks are formed in the earth&#x27;s crust. The tectonic plates push hard against each other. Some parts of the earth&#x27;s crust move up high above the ground.,context: 1. pressure happens underground 2. tectonic plates underground pull and stretch 3. small cracks are formed in the earth&#x27;s crust 4. the tectonic plates push hard against each other 5. some parts of the earth&#x27;s crust move up high above the ground. question: suppose more magma rises to surface of the volcano happens how will it affect larger mountains? options: a) more b) less c) no effect,no effect,wiqa,86,c) no effect,c,"if more magma rises to the surface of a volcano, how will this affect the formation of larger mountains?",more,science,effect quantification,c) no effect (on the formation of larger mountains),c,0,a) more.,a,1
381,"suppose plants grow smaller happens, how will it affect less crops.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:689:1210:23#1,1210,689,INPARA_EFFECT,3,test,0,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose plants grow smaller happens how will it affect less crops? options: a) more b) less c) no effect,more,wiqa,89,a) more,a,"if plants grow smaller, how will this affect crop yield?",less,science,effect quantification,"c) no effect (assuming the question refers to the overall crop yield, not the yield per",c,0,c) less.,c,0
86,"suppose there are more predators who prey on fry happens, how will it affect more fish.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:640:1163:38#1,1163,640,EXOGENOUS_EFFECT,4,test,1,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose there are more predators who prey on fry happens how will it affect more fish? options: a) more b) less c) no effect,less,wiqa,69,b) less,b,"if there are more predators preying on fry, how will this affect the fish population?",less,science,effect quantification,c) less.,c,0,less.,a,0
75,"suppose water is not protected from high heat happens, how will it affect less water is provided to seeds.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:689:1213:126,1213,689,OUTOFPARA_DISTRACTOR,0,test,2,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose water is not protected from high heat happens how will it affect less water is provided to seeds? options: a) more b) less c) no effect,no effect,wiqa,97,c) no effect,c,"if water is not protected from high heat, how will this affect the amount of water provided to the seeds?",less,science,effect quantification,c) no effect (on the seeds being sown),c,0,"c) no effect (in the given context, water protection is not mentioned as a factor influencing",c,0
434,"suppose some eggs are eaten by predators happens, how will it affect more waste being removed from the body.","['Blood is full of different waste', 'Blood travels through the body', 'The blood enters the kidneys', 'The kidneys filter the blood', 'The waste is seperated', 'The urine contains the waste', 'The urine is expelled from the body.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:536:487:102,487,536,OUTOFPARA_DISTRACTOR,0,test,2,Blood is full of different waste. Blood travels through the body. The blood enters the kidneys. The kidneys filter the blood. The waste is seperated. The urine contains the waste. The urine is expelled from the body.,context: 1. blood is full of different waste 2. blood travels through the body 3. the blood enters the kidneys 4. the kidneys filter the blood 5. the waste is seperated 6. the urine contains the waste 7. the urine is expelled from the body. question: suppose some eggs are eaten by predators happens how will it affect more waste being removed from the body? options: a) more b) less c) no effect,no effect,wiqa,83,c) no effect,c,"if predators consume more eggs, how will this affect the amount of waste removed from the body?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
15,"suppose less tadpoles develop front legs happens, how will it affect more frogs will be alive.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:517:1825:150#1,1825,517,INPARA_EFFECT,2,test,1,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose less tadpoles develop front legs happens how will it affect more frogs will be alive? options: a) more b) less c) no effect",less,wiqa,111,b) less,b,"if fewer tadpoles develop front legs, how will this affect the number of frogs that can survive?",less,science,effect quantification,c) no effect (the development of front legs does not directly impact the number of frogs that,c,0,c) less.,c,0
247,"suppose people use less pesticides happens, how will it affect plants reproduce more.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1010:110#1,1010,744,EXOGENOUS_EFFECT,3,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose people use less pesticides happens how will it affect plants reproduce more? options: a) more b) less c) no effect,more,wiqa,90,a) more,a,"if people use fewer pesticides, how will this affect the ability of plants to reproduce?",more,science,effect quantification,c) no effect (on the ability of plants to reproduce directly),c,0,"c) no effect (on plant reproduction directly, but can have indirect effects on pollinator populations",c,0
382,"suppose people import bees from outside the area happens, how will it affect more water drops form.","['Water evaporates from the earth', 'The evaporated water condenses into water drops', 'The water drops fall back to earth', 'The water accumulates on the earth', 'The water collects into bodies of water', 'The water soaks into the earth.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:948:1525:161,1525,948,OUTOFPARA_DISTRACTOR,0,test,2,Water evaporates from the earth. The evaporated water condenses into water drops. The water drops fall back to earth. The water accumulates on the earth. The water collects into bodies of water. The water soaks into the earth.,context: 1. water evaporates from the earth 2. the evaporated water condenses into water drops 3. the water drops fall back to earth 4. the water accumulates on the earth 5. the water collects into bodies of water 6. the water soaks into the earth. question: suppose people import bees from outside the area happens how will it affect more water drops form? options: a) more b) less c) no effect,no effect,wiqa,83,c) no effect,c,"if people import bees from outside the area, how will this affect the formation of water drops?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
19,"suppose more tadpoles are eaten by predators before their front legs grow happens, how will it affect more frogs.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:517:1825:147#0,1825,517,EXOGENOUS_EFFECT,4,test,1,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose more tadpoles are eaten by predators before their front legs grow happens how will it affect more frogs? options: a) more b) less c) no effect",less,wiqa,115,b) less,b,"if more tadpoles are eaten by predators, how will this impact the number of frogs?",less,science,effect quantification,c) less.,c,0,c) less.,c,0
320,"suppose less farmers around happens, how will it affect a less intense water cycle.","['Evaporation of water at a surface turns into water vapors', 'Rises into the Earth&#x27;s atmosphere', 'Condensation occurs when water vapor turns into tiny particles of water/ice', 'And form together into clouds or fog', 'Precipitation of rain/snow occurs when wind/temperatures change', 'Fallen rain or snow collects into surface water which will evaporate into water vapor again.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:947:1986:200,1986,947,OUTOFPARA_DISTRACTOR,0,test,2,Evaporation of water at a surface turns into water vapors. Rises into the Earth&#x27;s atmosphere. Condensation occurs when water vapor turns into tiny particles of water/ice. And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change. Fallen rain or snow collects into surface water which will evaporate into water vapor again.,context: 1. evaporation of water at a surface turns into water vapors 2. rises into the earth&#x27;s atmosphere 3. condensation occurs when water vapor turns into tiny particles of water/ice 4. and form together into clouds or fog 5. precipitation of rain/snow occurs when wind/temperatures change 6. fallen rain or snow collects into surface water which will evaporate into water vapor again. question: suppose less farmers around happens how will it affect a less intense water cycle? options: a) more b) less c) no effect,no effect,wiqa,113,c) no effect,c,"if there are fewer farmers, how will this affect the intensity of the water cycle?",no effect,science,effect quantification,c) no effect,c,1,c) less.,c,1
