id,background,situation,question,answers,split,answer_label,input,output,task,input_length,output_text,preds,choice,is_correct
465133686,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 3rd grade classroom photo was held today. They all gathered by age. Charles was the youngest. Joseph was the 2nd youngest. Thomas was the 3rd youngest. Christopher was the 4th youngest. Daniel was the 5th youngest. Paul was the 6th youngest. The last one was Mark, who was the oldest. They all looked fantastic that day.",Who has a greater chance of developing a chronic infection: Christopher or Charles?,{'text': ['Charles']},test,Charles,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: christopher or charles?",charles,ropes,231,charles,charles,c,1
1635952451,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","Motorcycle fest lasted a week in the city. On Monday, there were 500 motorcycles on the road. On Tuesday, there were 600 motorcycles on the road. On Wednesday, there were 700 motorcycles on the road. On Thursday, there were 800 motorcycles on the road. On Friday, there were 900 motorcycles on the road. On Saturday, there were 1000 motorcycles on the road. On Sunday, there were 1100 motorcycles on the road. The festival generated a lot of revenue for the city.",What day was the crash rate per cyclist lower: Monday or Sunday?,{'text': ['Sunday']},test,Sunday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: motorcycle fest lasted a week in the city. on monday, there were 500 motorcycles on the road. on tuesday, there were 600 motorcycles on the road. on wednesday, there were 700 motorcycles on the road. on thursday, there were 800 motorcycles on the road. on friday, there were 900 motorcycles on the road. on saturday, there were 1000 motorcycles on the road. on sunday, there were 1100 motorcycles on the road. the festival generated a lot of revenue for the city.
 question: what day was the crash rate per cyclist lower: monday or sunday?",sunday,ropes,260,sunday,monday,a,0
4270218396,"In common everyday speech, speed of sound refers to the speed of sound waves in air. However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids. For example, (as noted above), sound travels at 343 m/s in air; it travels at 1,480 m/s in water (4.3 times as fast as in air); and at 5,120 m/s in iron (about 15 times as fast as in air). In an exceptionally stiff material such as diamond, sound travels at 12,000 metres per second (27,000 mph);[1] (about 35 times as fast as in air) which is around the maximum speed that sound will travel under normal conditions.","A popular radio station was playing the classic rock songs. There was a radio in a car with a lot of obstacles between the station. There was a fire with a lot of smoke, a river, and a mountain. The man driving the car had a great time listening to the classics.",Where was the radio signal traveling at the quickest speed: river or smoke?,{'text': ['river']},test,river,"background: in common everyday speech, speed of sound refers to the speed of sound waves in air. however, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids. for example, (as noted above), sound travels at 343 m/s in air; it travels at 1,480 m/s in water (4.3 times as fast as in air); and at 5,120 m/s in iron (about 15 times as fast as in air). in an exceptionally stiff material such as diamond, sound travels at 12,000 metres per second (27,000 mph);[1] (about 35 times as fast as in air) which is around the maximum speed that sound will travel under normal conditions.
 situation: a popular radio station was playing the classic rock songs. there was a radio in a car with a lot of obstacles between the station. there was a fire with a lot of smoke, a river, and a mountain. the man driving the car had a great time listening to the classics.
 question: where was the radio signal traveling at the quickest speed: river or smoke?",river,ropes,240,river,smoke,a,0
3694104133,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Weed Winners met to discuss their experiences. They all said they always had a great experience using weed and used the same amount each time. They told how many times they used weed. Laura used it 5 times, Sarah used it 10 times, Kimberly used it 15 times, Deborah used it 20 times, Jessica used it 25 times, Shirley used it 35 times, and Cynthia used it 60 times.",Who has a higher tolerance for weed: Kimberly or Shirley?,{'text': ['Shirley']},test,Shirley,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the weed winners met to discuss their experiences. they all said they always had a great experience using weed and used the same amount each time. they told how many times they used weed. laura used it 5 times, sarah used it 10 times, kimberly used it 15 times, deborah used it 20 times, jessica used it 25 times, shirley used it 35 times, and cynthia used it 60 times.
 question: who has a higher tolerance for weed: kimberly or shirley?",shirley,ropes,252,shirley,kimberly,a,0
987713350,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A big family photo of the Smith's kids happened last week. The youngest is Tim, who is 1. Sarah is only 2 years old. Bob is a little older at 3 years old. Jessica is 4 years old. John is 5 years old. Amy is 6 years old. The oldest child is Frank, who is 7 years old. They all had the biggest smiles.",Who has a greater chance of developing a chronic infection: Sarah or Tim?,{'text': ['Tim']},test,Tim,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a big family photo of the smith's kids happened last week. the youngest is tim, who is 1. sarah is only 2 years old. bob is a little older at 3 years old. jessica is 4 years old. john is 5 years old. amy is 6 years old. the oldest child is frank, who is 7 years old. they all had the biggest smiles.
 question: who has a greater chance of developing a chronic infection: sarah or tim?",tim,ropes,232,tim,tim,a,1
546647233,"Artworks are sold at affordable prices [6] ranging from £5 to £1500. For many of the works, the price goes up as the edition sells out. The edition runs range from 30 to 10,000 editions. Each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] Once an edition is sold out, collectors can resell their works in the online marketplace.","A new art store had limited edition artworks for sale last week. They all had 300 pieces at the beginning of the week. By the end of the week, they started to sell out. There were only 5 Impression Sunrise, 20 Las Meninas, 50 The Creation Of Adam, 100 Luncheon Of The Boating Party, 100 The Grand Odalisque, 200 The Swing, and 250 The Liberty Leading The People left.",What edition will most likely have it's price increased: The Grand Odalisque or Impression Sunrise?,{'text': ['Impression Sunrise']},test,Impression Sunrise,"background: artworks are sold at affordable prices [6] ranging from £5 to £1500. for many of the works, the price goes up as the edition sells out. the edition runs range from 30 to 10,000 editions. each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] once an edition is sold out, collectors can resell their works in the online marketplace.
 situation: a new art store had limited edition artworks for sale last week. they all had 300 pieces at the beginning of the week. by the end of the week, they started to sell out. there were only 5 impression sunrise, 20 las meninas, 50 the creation of adam, 100 luncheon of the boating party, 100 the grand odalisque, 200 the swing, and 250 the liberty leading the people left.
 question: what edition will most likely have it's price increased: the grand odalisque or impression sunrise?",impression sunrise,ropes,208,impression sunrise,impression sunrise,a,1
1948943209,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","There were a lot of motorcycles on Interstate 10 last week. On Tuesday, there were 3500 motorcyclists. On Wednesday, there were 4500 motorcyclists. On Thursday, there were 5500 motorcyclists. On Friday, there were 6500 motorcyclists. On Saturday, there were 7500 motorcyclists. On Sunday, there were 8500 motorcyclists. On Monday, there were 9500 motorcyclists.",What day had a lower crash rate per cyclist: Friday or Sunday?,{'text': ['Sunday']},test,Sunday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 10 last week. on tuesday, there were 3500 motorcyclists. on wednesday, there were 4500 motorcyclists. on thursday, there were 5500 motorcyclists. on friday, there were 6500 motorcyclists. on saturday, there were 7500 motorcyclists. on sunday, there were 8500 motorcyclists. on monday, there were 9500 motorcyclists.
 question: what day had a lower crash rate per cyclist: friday or sunday?",sunday,ropes,250,sunday,friday,a,0
2926204410,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 4th grade classroom photo was held today. They all gathered by age. Marcelo was the oldest. Mel was the 2nd oldest. Tod was the 3rd oldest. Chang was the 4th oldest. Chauncey was the 5th oldest. Lenard was the 6th oldest. The last one was Maria, who was the youngest. They all looked wonderful that day.",Who has a greater chance of developing a chronic infection: Marcelo or Maria?,{'text': ['Maria']},test,Maria,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. marcelo was the oldest. mel was the 2nd oldest. tod was the 3rd oldest. chang was the 4th oldest. chauncey was the 5th oldest. lenard was the 6th oldest. the last one was maria, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: marcelo or maria?",maria,ropes,237,maria,maria,a,1
3793380984,"Existing data on the role of immigration on residential segregation trends in the US suggest that foreign-born Hispanics, Asians and blacks often have higher rates of segregation than do native-born individuals from these groups. Segregation of immigrants is associated with their low-income status, language barriers, and support networks in these enclaves. Research on assimilation shows that while new immigrants settle in homogenous ethnic communities, segregation of immigrants declines as they gain socioeconomic status and move away from these communities, integrating with the native-born.","A recent study has been published about two U.S cities containing large Hispanic population and their origins. Los Angeles which has a larger native born population, and San Diego, which is formed mostly of immigrants that have been foreign-born, have been listed as the top two.",Which area more than likely has a lower socioeconomic status within the Hispanic community?,{'text': ['San Diego']},test,San Diego,"background: existing data on the role of immigration on residential segregation trends in the us suggest that foreign-born hispanics, asians and blacks often have higher rates of segregation than do native-born individuals from these groups. segregation of immigrants is associated with their low-income status, language barriers, and support networks in these enclaves. research on assimilation shows that while new immigrants settle in homogenous ethnic communities, segregation of immigrants declines as they gain socioeconomic status and move away from these communities, integrating with the native-born.
 situation: a recent study has been published about two u.s cities containing large hispanic population and their origins. los angeles which has a larger native born population, and san diego, which is formed mostly of immigrants that have been foreign-born, have been listed as the top two.
 question: which area more than likely has a lower socioeconomic status within the hispanic community?",san diego,ropes,205,san diego,los angeles,a,0
3518588523,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]",The Ham Hogs met to discuss their experiences. They all said they always had a great experience using hog and used the same amount each time. They told how many times they used hog. Lemuel used it a lot. Parker used it a few times. Barton used it once.,Who's tolerance is stronger for ham: Lemuel or Parker?,{'text': ['Lemuel']},test,Lemuel,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the ham hogs met to discuss their experiences. they all said they always had a great experience using hog and used the same amount each time. they told how many times they used hog. lemuel used it a lot. parker used it a few times. barton used it once.
 question: who's tolerance is stronger for ham: lemuel or parker?",lemuel,ropes,234,lemuel,lemuel,a,1
653168591,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The cocaine club met to discuss their experiences. They all said they always had a great experience using cocaine and used the same amount each time. They told how many times they used cocaine. Mary used it 2 times, Patricia used it 3 times, Linda used it 5 times, Barbara used it 10 times, Elizabeth used it 15 times, Jennifer used it 20 times, and Maria used it 30 times.",Who has a higher tolerance for cocaine: Jennifer or Mary?,{'text': ['Jennifer']},test,Jennifer,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the cocaine club met to discuss their experiences. they all said they always had a great experience using cocaine and used the same amount each time. they told how many times they used cocaine. mary used it 2 times, patricia used it 3 times, linda used it 5 times, barbara used it 10 times, elizabeth used it 15 times, jennifer used it 20 times, and maria used it 30 times.
 question: who has a higher tolerance for cocaine: jennifer or mary?",jennifer,ropes,242,jennifer,jennifer,a,1
863116117,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Leroy had a busy day storing XML. At 2 PM, he stored 21111 Gigabytes to the database. At 3 PM, he stored 32222 Gigabytes to the database. At 4 PM, he stored 43333 Gigabytes to the database. At 5 PM, he got dinner. At 6 PM, he stored 54444 Gigabytes to the database. At 7 PM, he stored 65555 Gigabytes to the database. At 8 PM, he went to sleep to finish storing XML in the morning.",What time did the access times go up: 3 PM or 8 PM?,{'text': ['3 PM']},test,3 PM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: leroy had a busy day storing xml. at 2 pm, he stored 21111 gigabytes to the database. at 3 pm, he stored 32222 gigabytes to the database. at 4 pm, he stored 43333 gigabytes to the database. at 5 pm, he got dinner. at 6 pm, he stored 54444 gigabytes to the database. at 7 pm, he stored 65555 gigabytes to the database. at 8 pm, he went to sleep to finish storing xml in the morning.
 question: what time did the access times go up: 3 pm or 8 pm?",3 pm,ropes,252,3 pm,3 pm,a,1
1199315935,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Kenny had a busy day storing XML. At 1 PM, he stored 11111 Gigabytes to the database. At 2 PM, he stored 22222 Gigabytes to the database. At 3 PM, he stored 33333 Gigabytes to the database. At 4 PM, he got dinner. At 5 PM, he stored 44444 Gigabytes to the database. At 6 PM, he stored 55555 Gigabytes to the database. At 7 PM, he went to sleep to finish storing XML tomorrow morning.",What time did storage costs go up:  3 PM or 7 PM?,{'text': ['3 PM']},test,3 PM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: kenny had a busy day storing xml. at 1 pm, he stored 11111 gigabytes to the database. at 2 pm, he stored 22222 gigabytes to the database. at 3 pm, he stored 33333 gigabytes to the database. at 4 pm, he got dinner. at 5 pm, he stored 44444 gigabytes to the database. at 6 pm, he stored 55555 gigabytes to the database. at 7 pm, he went to sleep to finish storing xml tomorrow morning.
 question: what time did storage costs go up:  3 pm or 7 pm?",3 pm,ropes,251,3 pm,3 pm,a,1
1902625512,"One of the most adverse impacts of poor waste management, especially municipal waste, is the incidence and prevalence of diseases such as malaria and respiratory problems, as well as other illnesses through the contamination of ground water. Biomedical wastes pose great danger in Bangladesh too as a report estimated that 20% of the biomedical waste is ""highly infectious"" and is a hazard since it is often disposed of into the sewage system or drains.[6]  Such poor sanitation has serious consequences for the health of the residents and a report suggests that ""most of the child mortality could be related with this problem"".[7]  With regards to the living standards, solid waste leads to blockage in the drainage system which leads to flooding in the streets. Consequently, mosquitoes and bad odour are among the negative impacts resulted.[7]","Calgary has just installed a new waste management system in the city, and has been writing new laws about how biomedical research should be properly disposed of. Detroit on the other hand, just passed a law that allows dumping of medical waste in the sewage system, and has cut funding to it's waste management system.",Which city probably has a higher chance of contaminated ground water?,{'text': ['Detroit']},test,Detroit,"background: one of the most adverse impacts of poor waste management, especially municipal waste, is the incidence and prevalence of diseases such as malaria and respiratory problems, as well as other illnesses through the contamination of ground water. biomedical wastes pose great danger in bangladesh too as a report estimated that 20% of the biomedical waste is ""highly infectious"" and is a hazard since it is often disposed of into the sewage system or drains.[6]  such poor sanitation has serious consequences for the health of the residents and a report suggests that ""most of the child mortality could be related with this problem"".[7]  with regards to the living standards, solid waste leads to blockage in the drainage system which leads to flooding in the streets. consequently, mosquitoes and bad odour are among the negative impacts resulted.[7]
 situation: calgary has just installed a new waste management system in the city, and has been writing new laws about how biomedical research should be properly disposed of. detroit on the other hand, just passed a law that allows dumping of medical waste in the sewage system, and has cut funding to it's waste management system.
 question: which city probably has a higher chance of contaminated ground water?",detroit,ropes,259,detroit,calgary,c,0
1109022310,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 2nd grade classroom photo was held today. They all gathered by age. Jeremy was the oldest. Aaron was the 2nd oldest. Randy was the 3rd oldest. Howard was the 4th oldest. Eugene was the 5th oldest. Carlos was the 6th oldest. The last one was Russell, who was the youngest. They all looked great that day.",Who has a greater chance of developing a chronic infection: Jeremy or Carlos?,{'text': ['Carlos']},test,Carlos,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. jeremy was the oldest. aaron was the 2nd oldest. randy was the 3rd oldest. howard was the 4th oldest. eugene was the 5th oldest. carlos was the 6th oldest. the last one was russell, who was the youngest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: jeremy or carlos?",carlos,ropes,233,carlos,jeremy,a,0
2303268802,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their 25 lb drone the highest into the air. Team 60 got it 3,338 ft. Team 61 got it 4,449 ft. Team 62 go it 5,550 ft. Team 63 got it 6,661 ft. Team 64 got it 11,116 ft. Team 65 got it 12,227 ft. Team 66 got it 13,337 ft.",What team got their drone into high altitude: Team 62 or Team 65?,{'text': ['Team 65']},test,Team 65,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 25 lb drone the highest into the air. team 60 got it 3,338 ft. team 61 got it 4,449 ft. team 62 go it 5,550 ft. team 63 got it 6,661 ft. team 64 got it 11,116 ft. team 65 got it 12,227 ft. team 66 got it 13,337 ft.
 question: what team got their drone into high altitude: team 62 or team 65?",team 65,ropes,232,team 65,team 65,a,1
521504748,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Speed Squad met to discuss their experiences. They all said they always had a great experience using speed and used the same amount each time. They told how many times they used speed. Todd used it 36 times, Jesse used it 40 times, Craig used it 44 times, Alan used it 56 times, Shawn used it 69 times, Clarence used it 78 times, and Sean used it 86 times.",Who has a higher tolerance for speed: Craig or Sean?,{'text': ['Sean']},test,Sean,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the speed squad met to discuss their experiences. they all said they always had a great experience using speed and used the same amount each time. they told how many times they used speed. todd used it 36 times, jesse used it 40 times, craig used it 44 times, alan used it 56 times, shawn used it 69 times, clarence used it 78 times, and sean used it 86 times.
 question: who has a higher tolerance for speed: craig or sean?",sean,ropes,248,sean,craig,c,0
1286220840,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their purple drone the highest into the air. Team A got it 2,511 ft. Team B got it 3,511 ft. Team C go it 4,511 ft. Team D got it 5,511 ft. Team E got it 10,511 ft. Team F got it 13,511 ft. Team G got it 14,511 ft. Team G won the contest and got a gold trophy as the prize.",What team got their drone into high altitude: Team A or Team F?,{'text': ['Team F']},test,Team F,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their purple drone the highest into the air. team a got it 2,511 ft. team b got it 3,511 ft. team c go it 4,511 ft. team d got it 5,511 ft. team e got it 10,511 ft. team f got it 13,511 ft. team g got it 14,511 ft. team g won the contest and got a gold trophy as the prize.
 question: what team got their drone into high altitude: team a or team f?",team f,ropes,240,team f,team f,a,1
1932952729,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Rope Lopers met to discuss their experiences. They all said they always had a great experience using rope and used the same amount each time. They told how many times they used rope. Sung used it 82 times, Hank used it 72 times, Robt used it 62 times, Jerrold used it 52 times, Jonah used it 42 times, Mac used it 32 times, and Dee used it 22 times.",Who has a higher tolerance for rope: Hank or Sung?,{'text': ['Sung']},test,Sung,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the rope lopers met to discuss their experiences. they all said they always had a great experience using rope and used the same amount each time. they told how many times they used rope. sung used it 82 times, hank used it 72 times, robt used it 62 times, jerrold used it 52 times, jonah used it 42 times, mac used it 32 times, and dee used it 22 times.
 question: who has a higher tolerance for rope: hank or sung?",sung,ropes,256,sung,sung,a,1
