question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,preds,choice,is_correct
"suppose there is more movement under the earth's crust happens, how will it affect more magma crystallizes.","['Magma rises to the surface during a volcano', 'The magma undergoes changes in temperature', 'The magma undergoes changes in pressure', 'The magma cools', 'The magma solidifies', 'The magma crystallizes', 'Igneous rock is formed.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:36:1094:175,1094,36,OUTOFPARA_DISTRACTOR,0,test,2,Magma rises to the surface during a volcano. The magma undergoes changes in temperature. The magma undergoes changes in pressure. The magma cools. The magma solidifies. The magma crystallizes. Igneous rock is formed.,context: 1. magma rises to the surface during a volcano 2. the magma undergoes changes in temperature 3. the magma undergoes changes in pressure 4. the magma cools 5. the magma solidifies 6. the magma crystallizes 7. igneous rock is formed. question: suppose there is more movement under the earth s crust happens how will it affect more magma crystallizes? options: a) more b) less c) no effect,no effect,wiqa,101,c) no effect,c,c) no effect,c,1
"suppose there are more people fighting over it happens, how will it affect less crops.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1351:114#1,1351,690,EXOGENOUS_EFFECT,4,test,0,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose there are more people fighting over it happens how will it affect less crops? options: a) more b) less c) no effect,more,wiqa,76,a) more,a,b) less,b,0
"suppose underground activity is less violent happens, how will it affect there will be more volcanoes.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:267:110#3,267,80,EXOGENOUS_EFFECT,3,test,0,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose underground activity is less violent happens how will it affect there will be more volcanoes? options: a) more b) less c) no effect,more,wiqa,121,a) more,a,b) less,b,0
"suppose living in a rain forest happens, how will it affect less crops.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:689:1211:76,1211,689,OUTOFPARA_DISTRACTOR,0,test,2,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose living in a rain forest happens how will it affect less crops? options: a) more b) less c) no effect,no effect,wiqa,92,c) no effect,c,b) less,b,0
"suppose more land destruction happens, how will it affect less flowers being pollinated.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1007:41#0,1007,744,EXOGENOUS_EFFECT,4,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose more land destruction happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,more,wiqa,90,a) more,a,c) no effect,c,0
"suppose more frogs lay eggs happens, how will it affect fewer seeds are planted.","['The planter must select a crop', 'The soil is prepared properly for that specific crop', 'Fertilizer is added to the soil', 'Seeds are planted in the field', 'Irrigation is set up to keep the crops properly watered', 'The crops grow', 'The crops are harvested.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:321:344:123,344,321,OUTOFPARA_DISTRACTOR,0,test,2,The planter must select a crop. The soil is prepared properly for that specific crop. Fertilizer is added to the soil. Seeds are planted in the field. Irrigation is set up to keep the crops properly watered. The crops grow. The crops are harvested.,context: 1. the planter must select a crop 2. the soil is prepared properly for that specific crop 3. fertilizer is added to the soil 4. seeds are planted in the field 5. irrigation is set up to keep the crops properly watered 6. the crops grow 7. the crops are harvested. question: suppose more frogs lay eggs happens how will it affect fewer seeds are planted? options: a) more b) less c) no effect,no effect,wiqa,92,c) no effect,c,c) no effect,c,1
"suppose more sunny days occur happens, how will it affect less crops occur.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:689:1210:2#3,1210,689,EXOGENOUS_EFFECT,3,test,0,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose more sunny days occur happens how will it affect less crops occur? options: a) more b) less c) no effect,more,wiqa,91,a) more,a,c) no effect,c,0
"suppose there are no bee predators happens, how will it affect more bees land on flowers.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1008:64#1,1008,744,EXOGENOUS_EFFECT,3,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose there are no bee predators happens how will it affect more bees land on flowers? options: a) more b) less c) no effect,more,wiqa,95,a) more,a,b) less,b,0
"suppose less flowers available happens, how will it affect less nectar created.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1007:43#0,1007,744,INPARA_EFFECT,2,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose less flowers available happens how will it affect less nectar created? options: a) more b) less c) no effect,more,wiqa,88,a) more,a,a) more,a,1
"suppose there is much underground activity happens, how will it affect smaller mountains.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:268:141#0,268,80,EXOGENOUS_EFFECT,4,test,1,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose there is much underground activity happens how will it affect smaller mountains? options: a) more b) less c) no effect,less,wiqa,116,b) less,b,c) no effect,c,0
"suppose there are less volcanos happens, how will it affect smaller mountains.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:266:104#0,266,80,INPARA_EFFECT,3,test,0,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose there are less volcanos happens how will it affect smaller mountains? options: a) more b) less c) no effect,more,wiqa,116,a) more,a,a) more,a,1
"suppose the weather is very mild happens, how will it affect there is less precipitation in the clouds.","['Water from oceans, lakes, swamps, rivers, and plants turns into water vapor', 'Water vapor condenses into millions of tiny droplets that form clouds', 'Clouds lose these droplets through rain or snow, also caused precipitation', 'Precipitation is either absorbed into the ground or runs off into rivers', 'Water that was absorbed into the ground is taken up by plants', 'Plants lose water from their surfaces as vapor', 'The vapor goes back into the atmosphere', 'Water that runs off into rivers flows into ponds, lakes, or oceans', 'The water evaporates back into the atmosphere', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:13:197:4,197,13,OUTOFPARA_DISTRACTOR,0,test,2,"Water from oceans, lakes, swamps, rivers, and plants turns into water vapor. Water vapor condenses into millions of tiny droplets that form clouds. Clouds lose these droplets through rain or snow, also caused precipitation. Precipitation is either absorbed into the ground or runs off into rivers. Water that was absorbed into the ground is taken up by plants. Plants lose water from their surfaces as vapor. The vapor goes back into the atmosphere. Water that runs off into rivers flows into ponds, lakes, or oceans. The water evaporates back into the atmosphere.","context: 1. water from oceans, lakes, swamps, rivers, and plants turns into water vapor 2. water vapor condenses into millions of tiny droplets that form clouds 3. clouds lose these droplets through rain or snow, also caused precipitation 4. precipitation is either absorbed into the ground or runs off into rivers 5. water that was absorbed into the ground is taken up by plants 6. plants lose water from their surfaces as vapor 7. the vapor goes back into the atmosphere 8. water that runs off into rivers flows into ponds, lakes, or oceans 9. the water evaporates back into the atmosphere 10.  question: suppose the weather is very mild happens how will it affect there is less precipitation in the clouds? options: a) more b) less c) no effect",no effect,wiqa,158,c) no effect,c,b) less,b,0
"suppose more pressure underground happens, how will it affect tectonic plates push harder.","['Pressure happens underground', 'Tectonic plates underground pull and stretch', 'Small cracks are formed in the earth&#x27;s crust', 'The tectonic plates push hard against each other', 'Some parts of the earth&#x27;s crust move up high above the ground.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1105:1671:10#0,1671,1105,EXOGENOUS_EFFECT,3,test,0,Pressure happens underground. Tectonic plates underground pull and stretch. Small cracks are formed in the earth&#x27;s crust. The tectonic plates push hard against each other. Some parts of the earth&#x27;s crust move up high above the ground.,context: 1. pressure happens underground 2. tectonic plates underground pull and stretch 3. small cracks are formed in the earth&#x27;s crust 4. the tectonic plates push hard against each other 5. some parts of the earth&#x27;s crust move up high above the ground. question: suppose more pressure underground happens how will it affect tectonic plates push harder? options: a) more b) less c) no effect,more,wiqa,83,a) more,a,a) more,a,1
"suppose there is more land available happens, how will it affect there are fewer crops planted.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1351:123#0,1351,690,INPARA_EFFECT,2,test,1,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose there is more land available happens how will it affect there are fewer crops planted? options: a) more b) less c) no effect,less,wiqa,78,b) less,b,b) less,b,1
"suppose there is a mutation in the body happens, how will it affect more water flows down streams into rivers and oceans.","['Water from oceans, lakes, rivers, swamps, and plants turns into water vapor', 'Water vapor forms droplets in clouds', 'Water droplets in clouds become rain or snow and fall', 'Some water goes into the ground', 'Some water flows down streams into rivers and oceans', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:14:913:137,913,14,OUTOFPARA_DISTRACTOR,0,test,2,"Water from oceans, lakes, rivers, swamps, and plants turns into water vapor. Water vapor forms droplets in clouds. Water droplets in clouds become rain or snow and fall. Some water goes into the ground. Some water flows down streams into rivers and oceans.","context: 1. water from oceans, lakes, rivers, swamps, and plants turns into water vapor 2. water vapor forms droplets in clouds 3. water droplets in clouds become rain or snow and fall 4. some water goes into the ground 5. some water flows down streams into rivers and oceans 6.  question: suppose there is a mutation in the body happens how will it affect more water flows down streams into rivers and oceans? options: a) more b) less c) no effect",no effect,wiqa,96,c) no effect,c,c) no effect,c,1
"suppose more global warming causes less rain happens, how will it affect less crops.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1347:13#0,1347,690,EXOGENOUS_EFFECT,4,test,0,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose more global warming causes less rain happens how will it affect less crops? options: a) more b) less c) no effect,more,wiqa,75,a) more,a,b) less,b,0
"suppose magma is pushed with pressure under the surface happens, how will it affect the surface is stable.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:115:2081:96#0,2081,115,INPARA_EFFECT,2,test,1,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose magma is pushed with pressure under the surface happens how will it affect the surface is stable? options: a) more b) less c) no effect,less,wiqa,78,b) less,b,a) more,a,0
"suppose predators who eat more frogs grow in number happens, how will it affect less frogs.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:641:2053:141#0,2053,641,EXOGENOUS_EFFECT,4,test,0,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose predators who eat more frogs grow in number happens how will it affect less frogs? options: a) more b) less c) no effect,more,wiqa,116,a) more,a,b) less,b,0
"suppose humans continue to overfish happens, how will it affect fewer eggs hatch.","['An adult fish lays eggs', 'The eggs incubate for a few weeks or months before hatching', 'The young fish remain where they hatched until they are big enough to venture into the open water', 'The fish continue to grow', 'The fish reach adulthood', 'Reproduce continuing the cycle.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:518:466:145#0,466,518,EXOGENOUS_EFFECT,3,test,0,An adult fish lays eggs. The eggs incubate for a few weeks or months before hatching. The young fish remain where they hatched until they are big enough to venture into the open water. The fish continue to grow. The fish reach adulthood. Reproduce continuing the cycle.,context: 1. an adult fish lays eggs 2. the eggs incubate for a few weeks or months before hatching 3. the young fish remain where they hatched until they are big enough to venture into the open water 4. the fish continue to grow 5. the fish reach adulthood 6. reproduce continuing the cycle. question: suppose humans continue to overfish happens how will it affect fewer eggs hatch? options: a) more b) less c) no effect,more,wiqa,92,a) more,a,c) no effect,c,0
"suppose more eggs laid happens, how will it affect more fish.","['An adult fish lays eggs', 'The eggs incubate for a few weeks or months before hatching', 'The young fish remain where they hatched until they are big enough to venture into the open water', 'The fish continue to grow', 'The fish reach adulthood', 'Reproduce continuing the cycle.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:518:463:66#0,463,518,EXOGENOUS_EFFECT,4,test,0,An adult fish lays eggs. The eggs incubate for a few weeks or months before hatching. The young fish remain where they hatched until they are big enough to venture into the open water. The fish continue to grow. The fish reach adulthood. Reproduce continuing the cycle.,context: 1. an adult fish lays eggs 2. the eggs incubate for a few weeks or months before hatching 3. the young fish remain where they hatched until they are big enough to venture into the open water 4. the fish continue to grow 5. the fish reach adulthood 6. reproduce continuing the cycle. question: suppose more eggs laid happens how will it affect more fish? options: a) more b) less c) no effect,more,wiqa,88,a) more,a,a) more,a,1
"suppose it is far too cold happens, how will it affect less crops.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1352:148#0,1352,690,EXOGENOUS_EFFECT,4,test,0,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose it is far too cold happens how will it affect less crops? options: a) more b) less c) no effect,more,wiqa,74,a) more,a,c) no effect,c,0
"suppose people eat less fish happens, how will it affect fewer eggs hatch.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:641:2051:139,2051,641,OUTOFPARA_DISTRACTOR,0,test,2,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose people eat less fish happens how will it affect fewer eggs hatch? options: a) more b) less c) no effect,no effect,wiqa,107,c) no effect,c,c) no effect,c,1
"suppose less filtering occurring happens, how will it affect less flowers being pollinated.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:743:1917:73,1917,743,OUTOFPARA_DISTRACTOR,0,test,2,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose less filtering occurring happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect",no effect,wiqa,92,c) no effect,c,c) no effect,c,1
"suppose there was movement of tectonic plates happens, how will it affect less flowers being pollinated.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:744:1010:199,1010,744,OUTOFPARA_DISTRACTOR,0,test,2,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose there was movement of tectonic plates happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,no effect,wiqa,96,c) no effect,c,c) no effect,c,1
"suppose the liver breaks down more acids happens, how will it affect less waste being removed from the body.","['Blood delivers oxygen in the body', 'Proteins and acids are broken down in the liver', 'The liver releases waste in the form of urea', 'The blood carries the urea and carbon dioxide to the kidneys', 'The kidneys strain the urea and salts needed from the blood', 'The carbon dioxide by product is transported back to the lungs', 'Carbon dioxide is exhaled by the lungs.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:846:1738:50#1,1738,846,INPARA_EFFECT,3,test,1,Blood delivers oxygen in the body. Proteins and acids are broken down in the liver. The liver releases waste in the form of urea. The blood carries the urea and carbon dioxide to the kidneys. The kidneys strain the urea and salts needed from the blood. The carbon dioxide by product is transported back to the lungs. Carbon dioxide is exhaled by the lungs.,context: 1. blood delivers oxygen in the body 2. proteins and acids are broken down in the liver 3. the liver releases waste in the form of urea 4. the blood carries the urea and carbon dioxide to the kidneys 5. the kidneys strain the urea and salts needed from the blood 6. the carbon dioxide by product is transported back to the lungs 7. carbon dioxide is exhaled by the lungs. question: suppose the liver breaks down more acids happens how will it affect less waste being removed from the body? options: a) more b) less c) no effect,less,wiqa,117,b) less,b,b) less,b,1
"suppose living in a rain forest happens, how will it affect more water drops fall back to earth.","['Water evaporates from the earth', 'The evaporated water condenses into water drops', 'The water drops fall back to earth', 'The water accumulates on the earth', 'The water collects into bodies of water', 'The water soaks into the earth.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:948:1521:2#2,1521,948,EXOGENOUS_EFFECT,3,test,0,Water evaporates from the earth. The evaporated water condenses into water drops. The water drops fall back to earth. The water accumulates on the earth. The water collects into bodies of water. The water soaks into the earth.,context: 1. water evaporates from the earth 2. the evaporated water condenses into water drops 3. the water drops fall back to earth 4. the water accumulates on the earth 5. the water collects into bodies of water 6. the water soaks into the earth. question: suppose living in a rain forest happens how will it affect more water drops fall back to earth? options: a) more b) less c) no effect,more,wiqa,83,a) more,a,c) no effect,c,0
"suppose fewer adolescent fish grow happens, how will it affect less tad poles lose their tail.","['The frog&#x27;s egg hatches and a tadpole is born', 'The tadpole swims with its siblings and tries to survive', 'The tadpole grows larger', 'The tadpole loses its tail', 'The tadpole develops limbs', 'And the tadpole now becomes a frog.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:643:1697:100,1697,643,OUTOFPARA_DISTRACTOR,0,test,2,The frog&#x27;s egg hatches and a tadpole is born. The tadpole swims with its siblings and tries to survive. The tadpole grows larger. The tadpole loses its tail. The tadpole develops limbs. And the tadpole now becomes a frog.,context: 1. the frog&#x27;s egg hatches and a tadpole is born 2. the tadpole swims with its siblings and tries to survive 3. the tadpole grows larger 4. the tadpole loses its tail 5. the tadpole develops limbs 6. and the tadpole now becomes a frog. question: suppose fewer adolescent fish grow happens how will it affect less tad poles lose their tail? options: a) more b) less c) no effect,no effect,wiqa,124,c) no effect,c,c) no effect,c,1
"suppose less frogs mate in the spring happens, how will it affect more bees reach flowers.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:743:1917:53,1917,743,OUTOFPARA_DISTRACTOR,0,test,2,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose less frogs mate in the spring happens how will it affect more bees reach flowers? options: a) more b) less c) no effect",no effect,wiqa,98,c) no effect,c,c) no effect,c,1
