task,is_correct,domain_label,question_type,input,input,output_text,preds
ropes,1,science,effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. ahmed was the oldest. jefferey was the 2nd oldest. tyree was the 3rd oldest. walker was the 4th oldest. burl was the 5th oldest. kip was the 6th oldest. the last one was quinn, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: ahmed or kip?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. ahmed was the oldest. jefferey was the 2nd oldest. tyree was the 3rd oldest. walker was the 4th oldest. burl was the 5th oldest. kip was the 6th oldest. the last one was quinn, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: ahmed or kip?",kip,kip
ropes,1,science,cause comparison,"background: to determine the concentration of an acid in an aqueous solution, an acid-base titration is commonly performed. a strong base solution with a known concentration, usually naoh or koh, is added to neutralize the acid solution according to the color change of the indicator with the amount of base added.[7] the titration curve of an acid titrated by a base has two axes, with the base volume on the x-axis and the solution's ph value on the y-axis. the ph of the solution always goes up as the base is added to the solution.
 situation: a chemist was trying to make a new solution to better get rid of stains on the carpet. solution a stayed the same. solution b had 1 ounce of base added. solution c had 2 ounces of base added. solution d had 3 ounces of base added. solution e stayed the same. solution d was proven as the best solution to get rid of carpet stains.
 question: which solution had it's ph level go up: solution a or solution c?","background: to determine the concentration of an acid in an aqueous solution, an acid-base titration is commonly performed. a strong base solution with a known concentration, usually naoh or koh, is added to neutralize the acid solution according to the color change of the indicator with the amount of base added.[7] the titration curve of an acid titrated by a base has two axes, with the base volume on the x-axis and the solution's ph value on the y-axis. the ph of the solution always goes up as the base is added to the solution.
 situation: a chemist was trying to make a new solution to better get rid of stains on the carpet. solution a stayed the same. solution b had 1 ounce of base added. solution c had 2 ounces of base added. solution d had 3 ounces of base added. solution e stayed the same. solution d was proven as the best solution to get rid of carpet stains.
 question: which solution had it's ph level go up: solution a or solution c?",solution c,solution c
ropes,1,science,effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. foster was the oldest. olin was the 2nd oldest. yong was the 3rd oldest. brenton was the 4th oldest. carol was the 5th oldest. dewitt was the 6th oldest. the last one was jamaal, who was the youngest. they all looked terrific that day.
 question: who has a greater chance of developing a chronic infection: yong or dewitt?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. foster was the oldest. olin was the 2nd oldest. yong was the 3rd oldest. brenton was the 4th oldest. carol was the 5th oldest. dewitt was the 6th oldest. the last one was jamaal, who was the youngest. they all looked terrific that day.
 question: who has a greater chance of developing a chronic infection: yong or dewitt?",dewitt,dewitt
ropes,1,science,effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. eloy was the youngest, followed by gail, and josef was the oldest. they looked wonderful that day.
 question: who has a smaller chance of developing a chronic infection: josef or eloy?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. eloy was the youngest, followed by gail, and josef was the oldest. they looked wonderful that day.
 question: who has a smaller chance of developing a chronic infection: josef or eloy?",josef,josef
ropes,1,commonsense,effect comparison,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 12 last week. on thursday, there were 1501 motorcyclists. on friday, there were 2501 motorcyclists. on saturday, there were 3501 motorcyclists. on sunday, there were 4501 motorcyclists. on monday, there were 5501 motorcyclists. on tuesday, there were 6501 motorcyclists. on wednesday, there were 7501 motorcyclists.
 question: what day had a lower crash rate per cyclist: saturday or wednesday?","background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 12 last week. on thursday, there were 1501 motorcyclists. on friday, there were 2501 motorcyclists. on saturday, there were 3501 motorcyclists. on sunday, there were 4501 motorcyclists. on monday, there were 5501 motorcyclists. on tuesday, there were 6501 motorcyclists. on wednesday, there were 7501 motorcyclists.
 question: what day had a lower crash rate per cyclist: saturday or wednesday?",wednesday,wednesday
ropes,1,commonsense,effect comparison,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: steven loves biking to get to and from places instead of driving his car. this weekend he is planning a long bike ride along the city streets to see some sites. he is however, concerned with traffic, and knows that it can sometimes be dangerous. he has wonder if he should travel with some friends for the ride, or just go alone.
 question: will steven be more or less prone to a crash traveling alone than with friends?","background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: steven loves biking to get to and from places instead of driving his car. this weekend he is planning a long bike ride along the city streets to see some sites. he is however, concerned with traffic, and knows that it can sometimes be dangerous. he has wonder if he should travel with some friends for the ride, or just go alone.
 question: will steven be more or less prone to a crash traveling alone than with friends?",more,more
ropes,0,commonsense,effect comparison,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 5 last week. on sunday, there were 2000 motorcyclists. on monday, there were 3000 motorcyclists. on tuesday, there were 4000 motorcyclists. on wednesday, there were 5000 motorcyclists. on thursday, there were 6000 motorcyclists. on friday, there were 7000 motorcyclists. on saturday, there were 8000 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or saturday?","background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 5 last week. on sunday, there were 2000 motorcyclists. on monday, there were 3000 motorcyclists. on tuesday, there were 4000 motorcyclists. on wednesday, there were 5000 motorcyclists. on thursday, there were 6000 motorcyclists. on friday, there were 7000 motorcyclists. on saturday, there were 8000 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or saturday?",saturday,wednesday
ropes,1,science,effect comparison,"background: precipitation can impact infiltration in many ways. the amount, type and duration of precipitation all have an impact. rainfall leads to faster infiltration rates than any other precipitation events, such as snow or sleet. in terms of amount, the more precipitation that occurs, the more infiltration will occur until the ground reaches saturation, at which point the infiltration capacity is reached. duration of rainfall impacts the infiltration capacity as well. initially when the precipitation event first starts the infiltration is occurring rapidly as the soil is unsaturated, but as time continues the infiltration rate slows as the soil becomes more saturated. this relationship between rainfall and infiltration capacity also determines how much runoff will occur. if rainfall occurs at a rate faster than the infiltration capacity runoff will occur.
 situation: steve is planning on building his house and needs to decide on what area to build in. he wants an area with low infiltration of the soil. he has narrowed down his choices to miami, which has heavy rainfalls, and no snow, and green bay, which has more snowfall than rainfall.
 question: which city would likely have lower infiltration?","background: precipitation can impact infiltration in many ways. the amount, type and duration of precipitation all have an impact. rainfall leads to faster infiltration rates than any other precipitation events, such as snow or sleet. in terms of amount, the more precipitation that occurs, the more infiltration will occur until the ground reaches saturation, at which point the infiltration capacity is reached. duration of rainfall impacts the infiltration capacity as well. initially when the precipitation event first starts the infiltration is occurring rapidly as the soil is unsaturated, but as time continues the infiltration rate slows as the soil becomes more saturated. this relationship between rainfall and infiltration capacity also determines how much runoff will occur. if rainfall occurs at a rate faster than the infiltration capacity runoff will occur.
 situation: steve is planning on building his house and needs to decide on what area to build in. he wants an area with low infiltration of the soil. he has narrowed down his choices to miami, which has heavy rainfalls, and no snow, and green bay, which has more snowfall than rainfall.
 question: which city would likely have lower infiltration?",green bay,green bay
ropes,0,commonsense,effect comparison,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 2 last week. on friday, there were 1000 motorcyclists. on saturday, there were 1200 motorcyclists. on sunday, there were 1400 motorcyclists. on monday, there were 1600 motorcyclists. on tuesday, there were 1800 motorcyclists. on wednesday, there were 2000 motorcyclists. on thursday, there were 2500 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or friday?","background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 2 last week. on friday, there were 1000 motorcyclists. on saturday, there were 1200 motorcyclists. on sunday, there were 1400 motorcyclists. on monday, there were 1600 motorcyclists. on tuesday, there were 1800 motorcyclists. on wednesday, there were 2000 motorcyclists. on thursday, there were 2500 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or friday?",wednesday,friday
ropes,1,commonsense,effect prediction,"background: friction between the atmosphere and the earth's surface causes a 20% reduction in the wind at the surface of the earth.[10] surface roughness also leads to significant variation of wind speeds. over land, winds maximize at hill or mountain crests, while sheltering leads to lower wind speeds in valleys and lee slopes.[11] compared to over water, maximum sustained winds over land average 8% lower.[12] more specifically, over a city or rough terrain, the wind gradient effect could cause a reduction of 40% to 50% of the geostrophic wind speed aloft; while over open water or ice, the reduction is between 10% and 30%.[8][13][14]
 situation: the johnson family is planning a couple of excursions next week. on wednesday they will be going to tulsa valley, and on friday they are going to albert's peak, a small mountain in the area. mr. johnson has been wanting to fly some kites if there are some good wind conditions for doing so. he also wants to treat his family to a picnic and would like a more serene setting, with little to no wind to disrupt their picnic.
 question: what day would be the best day for flying kites for the johnson family?","background: friction between the atmosphere and the earth's surface causes a 20% reduction in the wind at the surface of the earth.[10] surface roughness also leads to significant variation of wind speeds. over land, winds maximize at hill or mountain crests, while sheltering leads to lower wind speeds in valleys and lee slopes.[11] compared to over water, maximum sustained winds over land average 8% lower.[12] more specifically, over a city or rough terrain, the wind gradient effect could cause a reduction of 40% to 50% of the geostrophic wind speed aloft; while over open water or ice, the reduction is between 10% and 30%.[8][13][14]
 situation: the johnson family is planning a couple of excursions next week. on wednesday they will be going to tulsa valley, and on friday they are going to albert's peak, a small mountain in the area. mr. johnson has been wanting to fly some kites if there are some good wind conditions for doing so. he also wants to treat his family to a picnic and would like a more serene setting, with little to no wind to disrupt their picnic.
 question: what day would be the best day for flying kites for the johnson family?",friday,friday
ropes,0,commonsense,effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 25 lb drone the highest into the air. team 60 got it 3,338 ft. team 61 got it 4,449 ft. team 62 go it 5,550 ft. team 63 got it 6,661 ft. team 64 got it 11,116 ft. team 65 got it 12,227 ft. team 66 got it 13,337 ft.
 question: what team got their drone into high altitude: team 60 or team 64?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 25 lb drone the highest into the air. team 60 got it 3,338 ft. team 61 got it 4,449 ft. team 62 go it 5,550 ft. team 63 got it 6,661 ft. team 64 got it 11,116 ft. team 65 got it 12,227 ft. team 66 got it 13,337 ft.
 question: what team got their drone into high altitude: team 60 or team 64?",team 64,team 60
ropes,1,science,effect comparison,"background: alberta's electrical demand varies throughout the day and across the seasons. when individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. it tapers off during spring and fall. like other mechanical devices, generators fail from time to time. if they are wind-powered, their output varies with the wind.
 situation: carl is in charge of a power generation station in alberta. he is tasked with turning on or off certain generators in instances of high or low demand (high demand would require more generators to be turned on, and low turned off). there are various occasions that carl has to be vigilant for, such as various times of the day; early morning, dinner time, late night. weather conditions also play a roll, such as; colder weather, hot weather, or moderate weather. he also must be aware of wind conditions, as some of the power is garnered from wind power.
 question: would carl be more likely to have to use more generators on a cold day or a moderate day?","background: alberta's electrical demand varies throughout the day and across the seasons. when individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. it tapers off during spring and fall. like other mechanical devices, generators fail from time to time. if they are wind-powered, their output varies with the wind.
 situation: carl is in charge of a power generation station in alberta. he is tasked with turning on or off certain generators in instances of high or low demand (high demand would require more generators to be turned on, and low turned off). there are various occasions that carl has to be vigilant for, such as various times of the day; early morning, dinner time, late night. weather conditions also play a roll, such as; colder weather, hot weather, or moderate weather. he also must be aware of wind conditions, as some of the power is garnered from wind power.
 question: would carl be more likely to have to use more generators on a cold day or a moderate day?",cold day,cold day
ropes,1,commonsense,effect comparison,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 11 last week. on wednesday, there were 1500 motorcyclists. on thursday, there were 2500 motorcyclists. on friday, there were 3500 motorcyclists. on saturday, there were 4500 motorcyclists. on sunday, there were 5500 motorcyclists. on monday, there were 6500 motorcyclists. on tuesday, there were 7500 motorcyclists.
 question: what day had a lower crash rate per cyclist: thursday or monday?","background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 11 last week. on wednesday, there were 1500 motorcyclists. on thursday, there were 2500 motorcyclists. on friday, there were 3500 motorcyclists. on saturday, there were 4500 motorcyclists. on sunday, there were 5500 motorcyclists. on monday, there were 6500 motorcyclists. on tuesday, there were 7500 motorcyclists.
 question: what day had a lower crash rate per cyclist: thursday or monday?",monday,monday
ropes,1,science,effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. lenny was the youngest. connie was the 2nd youngest. newton was the 3rd youngest. amado was the 4th youngest. dillon was the 5th youngest. thanh was the 6th youngest. the last one was frances, who was the oldest. they all looked great.
 question: who has a greater chance of developing a chronic infection: newton or lenny?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. lenny was the youngest. connie was the 2nd youngest. newton was the 3rd youngest. amado was the 4th youngest. dillon was the 5th youngest. thanh was the 6th youngest. the last one was frances, who was the oldest. they all looked great.
 question: who has a greater chance of developing a chronic infection: newton or lenny?",lenny,lenny
ropes,1,commonsense,effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 20 lb drone the highest into the air. team 50 got it 3,337 ft. team 51 got it 4,448 ft. team 52 go it 5,559 ft. team 53 got it 6,660 ft. team 54 got it 11,115 ft. team 55 got it 12,226 ft. team 56 got it 13,336 ft.
 question: what team got their drone into high altitude: team 51 or team 55?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 20 lb drone the highest into the air. team 50 got it 3,337 ft. team 51 got it 4,448 ft. team 52 go it 5,559 ft. team 53 got it 6,660 ft. team 54 got it 11,115 ft. team 55 got it 12,226 ft. team 56 got it 13,336 ft.
 question: what team got their drone into high altitude: team 51 or team 55?",team 55,team 55
ropes,1,science,effect comparison,"background: shown in the figure below is a cylinder of gas on the left that is at room temperature (300 k). on the right, the cylinder has been heated until the kelvin temperature has doubled to 600 k. the kinetic energy of the gas molecules increases, so collisions with the walls of the container are now more forceful than they were before. as a result, the pressure of the gas doubles. decreasing the temperature would have the opposite effect, and the pressure of an enclosed gas would decrease.
 situation: carl works in a facility that keeps several gasses in tight containment units. he needs to monitor which gasses are under the most pressure for safety reasons. each container has the same amount of gas in it. containment unit a is very hot to the touch, while containment unit b is cool to the touch.
 question: which containment unit's gas is most likely under the least pressure?","background: shown in the figure below is a cylinder of gas on the left that is at room temperature (300 k). on the right, the cylinder has been heated until the kelvin temperature has doubled to 600 k. the kinetic energy of the gas molecules increases, so collisions with the walls of the container are now more forceful than they were before. as a result, the pressure of the gas doubles. decreasing the temperature would have the opposite effect, and the pressure of an enclosed gas would decrease.
 situation: carl works in a facility that keeps several gasses in tight containment units. he needs to monitor which gasses are under the most pressure for safety reasons. each container has the same amount of gas in it. containment unit a is very hot to the touch, while containment unit b is cool to the touch.
 question: which containment unit's gas is most likely under the least pressure?",containment unit b,containment unit b
ropes,0,commonsense,effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their yellow drone the highest into the air. team a got it 2,551 ft. team b got it 3,551 ft. team c go it 4,541 ft. team d got it 5,531 ft. team e got it 10,521 ft. team f got it 13,571 ft. team g got it 14,581 ft. team g won the contest and got a big gold trophy as the prize.
 question: what team got their drone into high altitude: team d or team f?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their yellow drone the highest into the air. team a got it 2,551 ft. team b got it 3,551 ft. team c go it 4,541 ft. team d got it 5,531 ft. team e got it 10,521 ft. team f got it 13,571 ft. team g got it 14,581 ft. team g won the contest and got a big gold trophy as the prize.
 question: what team got their drone into high altitude: team d or team f?",team f,team d
ropes,0,commonsense,effect comparison,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their purple drone the highest into the air. team a got it 2,511 ft. team b got it 3,511 ft. team c go it 4,511 ft. team d got it 5,511 ft. team e got it 10,511 ft. team f got it 13,511 ft. team g got it 14,511 ft. team g won the contest and got a gold trophy as the prize.
 question: what team got their drone into high altitude: team d or team f?","background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their purple drone the highest into the air. team a got it 2,511 ft. team b got it 3,511 ft. team c go it 4,511 ft. team d got it 5,511 ft. team e got it 10,511 ft. team f got it 13,511 ft. team g got it 14,511 ft. team g won the contest and got a gold trophy as the prize.
 question: what team got their drone into high altitude: team d or team f?",team f,team d
ropes,1,commonsense,effect comparison,"background: artworks are sold at affordable prices [6] ranging from £5 to £1500. for many of the works, the price goes up as the edition sells out. the edition runs range from 30 to 10,000 editions. each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] once an edition is sold out, collectors can resell their works in the online marketplace.
 situation: the local art store had limited edition artworks for sale last week. they all had 200 pieces at the beginning of the week. by the end of the week, they started to sell out. there were only 2 of the mona lisa, 10 of the starry night, 20 of the scream, 50 of the night watch, 120 of the kiss, 150 of the arnolfini portrait, and 190 of the girl with a pearl earring left.
 question: which limited edition most likely had it's price increased: the night watch or mona lisa?","background: artworks are sold at affordable prices [6] ranging from £5 to £1500. for many of the works, the price goes up as the edition sells out. the edition runs range from 30 to 10,000 editions. each work comes with a digital certificate that is “signed, numbered and authenticated by the artist” [7][8] once an edition is sold out, collectors can resell their works in the online marketplace.
 situation: the local art store had limited edition artworks for sale last week. they all had 200 pieces at the beginning of the week. by the end of the week, they started to sell out. there were only 2 of the mona lisa, 10 of the starry night, 20 of the scream, 50 of the night watch, 120 of the kiss, 150 of the arnolfini portrait, and 190 of the girl with a pearl earring left.
 question: which limited edition most likely had it's price increased: the night watch or mona lisa?",mona lisa,mona lisa
ropes,1,science,effect comparison,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. eloy was the youngest, followed by gail, and josef was the oldest. they looked wonderful that day.
 question: who is most likely going to develop a chronic infection: josef or gail?","background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. eloy was the youngest, followed by gail, and josef was the oldest. they looked wonderful that day.
 question: who is most likely going to develop a chronic infection: josef or gail?",gail,gail
